Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_farm_density_k10_R	Univariate_LR_coefficients_cumulated_max_capacity_k10_R	Univariate_LR_coefficients_farm_density_k10_C	Univariate_LR_coefficients_cumulated_max_capacity_k10_C	Univariate_LR_coefficients_farm_density_k100_R	Univariate_LR_coefficients_cumulated_max_capacity_k100_R	Univariate_LR_coefficients_farm_density_k100_C	Univariate_LR_coefficients_cumulated_max_capacity_k100_C	Univariate_LR_coefficients_farm_density_k1000_R	Univariate_LR_coefficients_cumulated_max_capacity_k1000_R	Univariate_LR_coefficients_farm_density_k1000_C	Univariate_LR_coefficients_cumulated_max_capacity_k1000_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_farm_density_k10_R	Univariate_LR_R2_cumulated_max_capacity_k10_R	Univariate_LR_R2_farm_density_k10_C	Univariate_LR_R2_cumulated_max_capacity_k10_C	Univariate_LR_R2_farm_density_k100_R	Univariate_LR_R2_cumulated_max_capacity_k100_R	Univariate_LR_R2_farm_density_k100_C	Univariate_LR_R2_cumulated_max_capacity_k100_C	Univariate_LR_R2_farm_density_k1000_R	Univariate_LR_R2_cumulated_max_capacity_k1000_R	Univariate_LR_R2_farm_density_k1000_C	Univariate_LR_R2_cumulated_max_capacity_k1000_C	Univariate_LR_delta_R2_farm_density_k10_R	Univariate_LR_delta_R2_cumulated_max_capacity_k10_R	Univariate_LR_delta_R2_farm_density_k10_C	Univariate_LR_delta_R2_cumulated_max_capacity_k10_C	Univariate_LR_delta_R2_farm_density_k100_R	Univariate_LR_delta_R2_cumulated_max_capacity_k100_R	Univariate_LR_delta_R2_farm_density_k100_C	Univariate_LR_delta_R2_cumulated_max_capacity_k100_C	Univariate_LR_delta_R2_farm_density_k1000_R	Univariate_LR_delta_R2_cumulated_max_capacity_k1000_R	Univariate_LR_delta_R2_farm_density_k1000_C	Univariate_LR_delta_R2_cumulated_max_capacity_k1000_C
0.00230073195932993	0.00145725825307104	0.00198784162377859	0.00517370597017864	0.00278209794201698	0.000263598266971024	0.000327397587281448	0.0254750876999682	0.00490022730863742	2.29156900939164e-05	8.70835829933658e-06	0.221708779991942	0.018001208228406	0.0716323527130802	0.0695169948176063	0.0652564422039219	0.0627253194658491	0.0683554155446113	0.0375670315381878	0.0142718333455115	0.0487853104280654	0.0528420304490582	0.0213002774620214	0.000767497575384788	0.0448634808957402	0.0363529456499338	-0.00211535789547392	-0.00637591050915834	-0.00890703324723115	-0.0032769371684689	-0.0340653211748924	-0.0573605193675687	-0.0228470422850148	-0.018790322264022	-0.0503320752510588	-0.0708648551376954	-0.02676887181734	-0.0352794070631464
0.000781759825448169	0.000869688901563667	0.000878960076651057	0.00132319804130548	0.000907766947205484	0.000328936838872901	0.000599328947301724	0.00420341163768527	0.00153535869757306	3.96961312900268e-05	8.2824862348544e-05	0.0331584978889294	0.00687373402172286	0.00654789118863113	0.0185034411250739	0.00955088821473402	0.00323504545708217	0.00534582364626178	0.0397535969549182	0.0176445304679068	0.00109587645514879	0.00387288274955631	0.0428548950011029	0.0182079247561894	0.000834621507315409	0.0039373540762937	0.0119555499364428	0.00300299702610289	-0.00331284573154897	-0.00120206754236936	0.033205705766287	0.0110966392792756	-0.00545201473348234	-0.00267500843907482	0.0363070038124718	0.0116600335675582	-0.00571326968131572	-0.00261053711233744
0.000701162055847002	0.000737312408860824	0.000723312316619858	0.000931857139245545	0.000914775414193185	0.000261002843121388	0.000362897658021001	0.0010644478226305	0.000746639126653791	3.32595164543642e-05	3.34245949337667e-05	0.00250648219124691	-0.000608282343034337	0.00376004065140383	0.00992292548797215	0.00445018036867557	0.00110974794265613	0.00395904507862869	0.0200180228291392	0.00474387432438931	5.43660283898528e-05	0.000698731399690088	0.022968718944356	0.0024862051638639	3.83049492851097e-06	2.24971331871516e-05	0.00616288483656832	0.000690139717271745	-0.0026502927087477	0.000199004427224862	0.0162579821777354	0.000983833672985482	-0.00370567462301398	-0.00306130925171374	0.0192086782929521	-0.00127383548753993	-0.00375621015647532	-0.00373754351821668
0.00100057404305096	0.00106863719724233	0.000792636928263434	0.00217983797498579	0.00145685246195951	0.000375001077383659	0.000110525120170456	0.0070805369205696	0.0022000412969836	4.5009889224051e-05	4.52816426069611e-06	0.0505349888056541	0.00505235834756044	0.00503076568101287	0.0144890838307131	0.004146365591749	0.00373550866605953	0.00655260022042872	0.027785983328866	0.000758165407930657	0.00143299880442784	0.00365450097252517	0.0275830541092155	9.70041334015474e-05	0.000922305752878995	0.000965740858198367	0.00945831814970026	-0.000884400089263868	-0.00129525701495333	0.00152183453941585	0.0227552176478531	-0.00427260027308221	-0.00359776687658502	-0.0013762647084877	0.0225522884282027	-0.00493376154761132	-0.00410845992813387	-0.0040650248228145
0.000881674148730052	0.00075300155539484	0.000603777901362912	0.00211796097218041	0.00122923656475471	0.000236450774291217	2.69190219542058e-05	0.0102277735981302	0.00237954213423935	2.88180801002928e-05	-1.02402451619238e-05	0.0894150949283594	0.00977835330627238	0.00874009950662868	0.0174328036234721	0.0051616978924189	0.00756379633616562	0.0104833747509893	0.0276914765651461	6.80726517710501e-05	0.00595103714741963	0.00902380307095271	0.0279230187018976	0.000640147022064132	0.0055940980160984	0.00698212512259336	0.00869270411684343	-0.00357840161420979	-0.00117630317046306	0.00174327524436063	0.0189513770585174	-0.00867202685485763	-0.00278906235920906	0.000283703564324026	0.0191829191952689	-0.00809995248456455	-0.00314600149053028	-0.00175797438403533
0.00130230758037049	0.000952310270769641	0.000943712855530647	0.00347127892999073	0.00174543380396376	0.000252442976649891	4.556175330359e-05	0.0175863211905664	0.00351735042429595	2.86587459709086e-05	-7.63697316995858e-06	0.154542750994043	0.0168374389867117	0.0228119102763809	0.0290732582265096	0.0148636184249732	0.0249209543151078	0.0246727220728039	0.0305061081686025	0.000289199705559544	0.0212286875326609	0.0236157087719689	0.0268581745998975	0.000615295394424753	0.020014550960801	0.0250761557691592	0.00626134795012871	-0.00794829185140767	0.00210904403872692	0.00186081179642301	0.00769419789222156	-0.0225227105708214	-0.00158322274372004	0.000803798495587999	0.00404626432351662	-0.0221966148819562	-0.00279735931557995	0.0022642454927783
0.000885915697751751	0.000871176025095428	0.000781952322326538	0.00157022809424648	0.00119827159930861	0.000341294879808069	0.000218969999322741	0.00637697089541192	0.00164404543047672	4.66431284171775e-05	1.18553286978999e-05	0.0517624255159562	0.00414554439773989	0.00263288908484642	0.00593734233735584	0.00241836021954895	0.00141100756523892	0.00297117136679032	0.0124179138359735	0.000947772712001409	0.000812876440884602	0.00134864585972969	0.0150943646196668	0.00018278156920869	0.000658108015746737	0.00047798259952838	0.00330445325250943	-0.000214528865297463	-0.0012218815196075	0.000338282281943904	0.00978502475112708	-0.00168511637284501	-0.00182001264396181	-0.00128424322511673	0.0124614755348204	-0.00245010751563773	-0.00197478106909968	-0.00215490648531804
0.000964299740553199	0.000784686546068793	0.000896178077719948	0.00192281857812742	0.00120856536684692	0.00020484400179094	0.000321542753114085	0.0058596275617883	0.00227453035265531	2.36990291874797e-05	2.58036998111825e-05	0.0458822989913056	0.010554481308688	0.0145390966200245	0.0244738695914838	0.0152936073760585	0.00917806215534507	0.013800715665124	0.0247051206460453	0.00979513734326614	0.00292646140159538	0.0118974004285306	0.021982547511786	0.00373613489065054	0.00219443726617579	0.0118359012372179	0.00993477297145925	0.000754510756034013	-0.00536103446467945	-0.000738380954900534	0.0101660240260208	-0.00474395927675838	-0.0116126352184291	-0.00264169619149396	0.00744345089176145	-0.010802961729374	-0.0123446593538487	-0.00270319538280658
0.00143589196927615	0.0012883402719001	0.00167156692044475	0.00278572485708109	0.00174848941498189	0.000450758860757097	0.000805407985780771	0.0113652503332412	0.00324084797127625	5.50649516662859e-05	8.80589445797172e-05	0.0958524506951331	0.0134212842739437	0.0274775980054688	0.0520909488983161	0.0467178848111689	0.0160588564274734	0.0245341093609756	0.0958470366565922	0.0824586283532324	0.00848982493307691	0.0192595762168063	0.0982371215544171	0.0730760533955872	0.00734532387605859	0.014441773070828	0.0246133508928473	0.0192402868057001	-0.0114187415779954	-0.00294348864449319	0.0683694386511234	0.0549810303477636	-0.0189877730723919	-0.00821802178866248	0.0707595235489483	0.0455984553901184	-0.0201322741294102	-0.0130358249346408
0.00165321853305185	0.00136167184881047	0.00157712373466509	0.00343336381186567	0.00203027773873715	0.000371288184863066	0.00067835759446035	0.0157079785578976	0.00363866792197003	4.65679120896745e-05	5.96068444611882e-05	0.138544901181259	0.0155798330327225	0.0159013935431303	0.028182399356103	0.0169736625045923	0.0113063811849415	0.0149625313634682	0.037450110461562	0.0137025646034078	0.00816377308685082	0.011241330797334	0.04101281892123	0.00640590314689785	0.00774946817034392	0.00929241976924046	0.0122810058129728	0.00107226896146204	-0.00459501235818876	-0.000938862179662102	0.0215487169184317	-0.00219882893972246	-0.00773762045627945	-0.00466006274579627	0.0251114253780997	-0.00949549039623242	-0.00815192537278635	-0.00660897377388982
