farm_density,cumulated_max_capacity
5,117500
5,117500
5,117500
5,117500
5,117500
5,117500
5,117500
5,117500
5,178820
5,59000
4,167499
6,104000
0,0
0,0
4,167499
0,0
0,0
1,135168
0,0
0,0
0,0
1,12000
6,194874
6,104000
0,0
12,207500
1,12000
4,167499
0,0
0,0
6,194874
0,0
0,0
3,771000
0,0
0,0
0,0
0,0
0,0
1,92000
0,0
0,0
0,0
12,207500
0,0
0,0
0,0
0,0
5,117500
0,0
6,104000
5,117500
0,0
0,0
3,771000
0,0
5,59000
6,104000
2,30000
0,0
0,0
1,4999
2,30000
0,0
0,0
3,771000
2,41963
2,41963
2,13400
0,0
0,0
0,0
1,20000
2,30000
0,0
2,5500
0,0
1,20000
0,0
0,0
2,45000
0,0
0,0
0,0
0,0
1,4999
2,45000
0,0
3,771000
0,0
0,0
0,0
0,0
0,0
0,0
1,20000
0,0
0,0
2,13400
0,0
0,0
2,41963
5,71500
0,0
0,0
1,1500
12,207500
0,0
2,30000
3,771000
0,0
12,207500
4,85500
0,0
0,0
5,178820
12,207500
1,40000
0,0
2,30000
0,0
0,0
0,0
0,0
0,0
1,9000
2,41963
2,41963
0,0
2,17000
12,207500
0,0
2,5500
0,0
2,30000
12,207500
0,0
5,42999
0,0
0,0
5,85500
6,104000
0,0
2,5500
5,85500
1,27613
1,17000
4,180900
0,0
0,0
6,104000
12,207500
0,0
0,0
0,0
2,45000
0,0
12,207500
5,57848
0,0
6,104000
0,0
0,0
0,0
0,0
7,343999
0,0
3,771000
0,0
3,771000
0,0
0,0
1,37000
0,0
0,0
0,0
4,85500
5,71500
2,5500
6,189473
0,0
6,38500
1,37000
0,0
4,85500
5,85500
0,0
1,4999
0,0
1,4999
0,0
0,0
1,20000
0,0
1,4999
0,0
6,104000
3,40999
0,0
5,20050
