farm_density,cumulated_max_capacity
13,328744
5,57848
12,207500
12,207500
12,207500
12,207500
12,207500
1,18000
8,37248
8,37248
12,207500
8,37248
1,18000
8,141500
8,141500
5,59000
8,37248
8,141500
13,328744
0,0
8,141500
8,141500
5,59000
0,0
8,822370
0,0
8,37248
8,141500
8,37248
8,141500
1,12000
5,71500
1,12000
0,0
0,0
3,144490
8,141500
0,0
0,0
3,144490
1,18500
0,0
0,0
5,59000
0,0
0,0
1,18000
5,59000
1,0
2,30000
5,178820
0,0
1,48500
8,141500
0,0
1,48500
1,17000
0,0
0,0
1,0
5,140500
1,200
2,30000
0,0
4,180900
12,207500
5,59000
1,19500
0,0
8,822370
1,0
0,0
0,0
4,85500
0,0
2,39500
0,0
1,1600
0,0
0,0
0,0
2,17000
0,0
0,0
8,37248
0,0
0,0
0,0
0,0
4,85500
0,0
0,0
0,0
1,15000
0,0
0,0
1,19500
0,0
0,0
1,15000
0,0
0,0
1,19500
1,29500
1,15000
0,0
5,71500
2,30000
0,0
8,822370
0,0
1,15000
8,37248
1,18000
0,0
0,0
0,0
0,0
1,1600
0,0
4,180900
0,0
4,85500
1,48500
6,126500
1,18000
0,0
0,0
0,0
0,0
0,0
0,0
4,180900
1,0
1,0
3,771000
12,207500
0,0
4,85500
1,1600
1,25000
0,0
0,0
1,0
5,178820
4,180900
0,0
0,0
1,1600
5,140500
3,771000
4,85500
0,0
8,37248
0,0
0,0
1,15000
8,37248
4,180900
0,0
8,822370
0,0
5,178820
0,0
0,0
1,1600
0,0
0,0
8,822370
0,0
1,0
0,0
0,0
3,86200
3,771000
0,0
0,0
8,37248
8,37248
0,0
5,47000
0,0
1,17000
1,20000
1,0
1,0
0,0
0,0
0,0
2,45000
1,15000
0,0
2,45000
1,1600
2,45000
0,0
5,59000
0,0
0,0
0,0
