farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
0,0
0,0
0,0
4,180900
4,180900
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1600
0,0
0,0
4,4950
1,1600
0,0
4,4950
0,0
0,0
0,0
0,0
0,0
2,2000
0,0
4,4950
0,0
1,1600
0,0
0,0
0,0
2,17000
2,17000
4,4950
1,1600
0,0
0,0
4,4950
0,0
1,150000
0,0
5,117500
0,0
1,1600
0,0
0,0
0,0
4,4950
0,0
0,0
4,4950
1,135168
5,85500
0,0
0,0
0,0
0,0
0,0
0,0
8,141500
0,0
0,0
5,142500
0,0
0,0
0,0
0,0
1,4999
0,0
0,0
1,40000
1,1600
0,0
0,0
4,4950
0,0
0,0
1,6000
4,4950
4,4950
0,0
2,21270
2,20000
0,0
1,150000
0,0
2,21270
1,84500
8,141500
0,0
0,0
0,0
0,0
0,0
0,0
4,4950
2,21270
5,59600
2,17000
0,0
0,0
2,39999
2,17000
1,40000
2,21270
1,2500
1,20000
1,178000
0,0
4,42498
0,0
0,0
0,0
0,0
0,0
5,142500
0,0
0,0
2,21270
0,0
0,0
0,0
0,0
1,4800
0,0
0,0
1,18000
0,0
4,4950
0,0
0,0
8,141500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,4999
1,4999
0,0
0,0
5,142500
0,0
1,4999
0,0
0,0
2,45000
0,0
0,0
0,0
0,0
2,17000
0,0
0,0
0,0
3,242
2,45000
0,0
0,0
0,0
0,0
5,59000
0,0
0,0
0,0
1,20000
0,0
9,179370
0,0
0,0
0,0
2,62
0,0
0,0
1,20000
2,17000
0,0
0,0
0,0
0,0
1,18000
0,0
0,0
5,59000
5,59000
8,141500
0,0
0,0
1,1600
1,14999
1,37000
