farm_density,cumulated_max_capacity
0,0
4,180900
4,180900
4,180900
0,0
4,180900
0,0
0,0
0,0
0,0
0,0
4,180900
0,0
4,180900
0,0
0,0
4,180900
0,0
1,135168
0,0
0,0
4,180900
2,36500
1,30000
1,135168
0,0
4,180900
1,135168
4,180900
0,0
5,85500
1,135168
1,135168
0,0
1,19900
0,0
1,0
10,609500
2,62
4,180900
4,180900
0,0
0,0
0,0
0,0
3,242
2,62
0,0
2,62
2,36500
2,36500
0,0
0,0
12,207500
2,36500
0,0
1,0
1,500
2,36500
12,207500
0,0
0,0
2,36500
3,242
6,89490
0,0
1,500
2,36500
6,89490
0,0
10,609500
1,2500
0,0
2,36500
2,36500
6,89490
1,17000
0,0
0,0
2,36500
1,9600
12,207500
1,2500
0,0
0,0
2,36500
1,9600
5,85500
1,0
4,15200
2,44600
1,2500
3,242
12,207500
0,0
0,0
6,89490
1,4999
3,242
0,0
5,59000
0,0
3,242
1,17100
10,609500
1,108500
0,0
1,0
12,207500
0,0
1,135168
5,126300
4,85500
2,36500
0,0
0,0
1,17000
4,85500
2,36500
12,207500
2,1290
12,207500
0,0
4,82018
0,0
3,242
3,242
0,0
0,0
1,17000
1,2500
4,114980
0,0
2,1290
0,0
2,31000
0,0
0,0
0,0
4,106000
0,0
0,0
1,4999
2,62
2,55450
3,242
10,609500
0,0
6,3620600
0,0
0,0
2,17999
1,1900
6,89490
0,0
0,0
0,0
6,89490
0,0
2,1290
6,89490
0,0
6,89490
4,82018
1,18000
4,43657
0,0
0,0
0,0
0,0
1,1900
2,17999
0,0
0,0
0,0
12,207500
6,239240
2,55450
6,194874
1,0
0,0
4,97000
0,0
0,0
4,180900
0,0
0,0
1,0
0,0
0,0
3,242
0,0
0,0
1,18000
2,87500
3,130
1,500
0,0
0,0
1,4999
