farm_density,cumulated_max_capacity
4,180900
2,55450
2,55450
2,55450
0,0
5,117500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,178820
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,117500
0,0
4,180900
4,180900
0,0
0,0
0,0
2,60000
2,55450
5,117500
6,45390
0,0
2,55450
10,609500
0,0
0,0
0,0
2,55450
0,0
0,0
0,0
0,0
1,92000
0,0
0,0
1,10000
1,92000
0,0
4,167499
0,0
0,0
6,194874
6,194874
0,0
8,329538
6,194874
6,194874
2,55450
8,329538
6,194874
2,55450
6,194874
1,8000
1,92000
1,18000
0,0
1,12000
8,329538
8,329538
0,0
0,0
1,12000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10,609500
0,0
1,4999
1,20000
0,0
0,0
0,0
1,10000
6,104000
1,20000
2,148003
1,12000
1,18000
1,12000
0,0
1,4000
0,0
1,12000
8,329538
8,329538
0,0
12,207500
0,0
2,55450
0,0
0,0
0,0
1,20000
0,0
8,329538
2,113290
4,36999
0,0
0,0
10,609500
0,0
0,0
8,329538
0,0
0,0
0,0
0,0
1,29999
2,17999
8,329538
5,57848
1,92000
6,104000
1,92000
6,104000
2,148003
8,329538
1,92000
0,0
12,207500
4,167499
0,0
1,4000
0,0
2,55450
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,57848
5,57848
5,57848
0,0
0,0
0,0
0,0
0,0
0,0
1,42500
4,43657
0,0
0,0
0,0
0,0
8,329538
0,0
2,113290
0,0
0,0
0,0
2,87500
2,62
8,329538
8,329538
0,0
1,22730
12,207500
4,96504
0,0
0,0
8,329538
2,113290
1,4000
0,0
0,0
3,144490
0,0
0,0
1,18500
0,0
3,144490
0,0
2,55450
0,0
1,42500
0,0
