farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
2,55450
2,55450
5,117500
6,194874
5,117500
5,117500
3,13100
0,0
4,96504
4,97000
4,97000
0,0
5,117500
5,117500
9,179370
5,117500
6,194874
2,22280
1,135168
2,55450
1,135168
1,135168
5,85500
1,135168
1,135168
0,0
4,167499
4,57691
5,117500
4,167499
2,68000
12,207500
12,207500
12,207500
12,207500
2,13400
0,0
12,207500
0,0
6,38500
2,13400
0,0
9,165800
2,13400
2,13400
2,13400
2,13400
9,165800
4,36999
2,13400
2,13400
2,13400
4,36999
5,57848
1,108500
9,165800
9,165800
9,165800
9,165800
11,4566800
6,38500
0,0
9,165800
3,27000
11,4566800
11,4566800
11,4566800
3,32000
2,68000
0,0
2,68000
2,29000
4,167499
6,45390
8,211000
4,167499
4,167499
2,113290
6,194874
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,104000
6,194874
6,104000
6,45390
4,57691
10,90600
2,22280
2,22280
2,22280
2,22280
2,22280
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
1,19500
9,158500
7,545000
8,410200
2,22280
0,0
2,22280
1,4999
1,4999
0,0
6,58100
4,59499
6,58100
6,58100
3,15400
4,114980
4,114980
0,0
6,189473
2,55450
2,55450
2,55450
1,4999
8,329538
4,36999
5,59000
2,17999
6,3620600
6,3620600
6,3620600
4,36999
0,0
5,118125
5,118125
0,0
5,118125
5,118125
5,47000
5,142500
0,0
0,0
5,47000
5,118125
5,118125
19,354444
5,118125
5,119466
5,118125
3,59500
3,59500
4,97000
19,354444
4,36999
6,126500
6,189473
6,189473
5,253200
6,189473
1,22730
6,189473
6,239240
6,189473
6,239240
0,0
3,145124
0,0
11,444721
6,189473
11,444721
13,328744
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
11,444721
6,189473
3,145124
6,189473
2,20000
4,106000
2,20000
1,22200
6,189473
6,189473
