farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
0,0
4,180900
4,180900
6,189473
5,59000
5,253200
6,189473
6,189473
6,189473
2,20000
6,189473
6,189473
6,189473
6,189473
1,4999
11,444721
11,444721
4,106000
11,444721
1,22200
2,20000
11,444721
11,444721
11,444721
11,444721
11,444721
1,4999
6,45390
11,444721
6,104000
13,328744
11,444721
11,444721
6,189473
5,253200
6,239240
6,189473
1,22730
6,239240
6,239240
3,145124
3,145124
0,0
1,135168
5,59000
12,207500
5,59000
12,207500
5,57848
4,57691
5,57848
2,113290
5,59000
2,68000
12,207500
0,0
12,207500
2,68000
0,0
0,0
6,45390
6,38500
0,0
0,0
9,165800
9,165800
11,4566800
4,36999
9,165800
2,13400
2,13400
11,4566800
9,165800
9,165800
1,108500
0,0
9,165800
0,0
0,0
3,32000
11,4566800
3,27000
11,4566800
9,165800
6,38500
6,45390
6,45390
6,104000
6,45390
6,194874
6,45390
6,194874
6,194874
6,194874
2,113290
6,194874
6,194874
6,194874
1,20000
6,45390
8,211000
6,104000
6,194874
5,85500
1,135168
1,135168
1,135168
1,135168
0,0
5,117500
4,180900
5,57848
5,47000
2,13400
5,57848
5,57848
1,23000
6,126500
5,57848
6,3620600
2,17999
6,3620600
6,3620600
4,36999
6,126500
0,0
5,118125
19,354444
2,64000
0,0
19,354444
19,354444
5,118125
5,118125
5,118125
19,354444
5,118125
5,119466
5,118125
3,59500
4,97000
0,0
5,142500
5,47000
0,0
2,13400
2,13400
2,13400
3,18300
8,329538
0,0
10,90600
1,4999
5,47000
5,47000
2,22280
3,13100
3,15400
4,59499
6,58100
6,58100
4,114980
3,15400
0,0
4,114980
5,47000
2,22280
2,22280
0,0
11,444721
1,500
1,4999
0,0
8,410200
1,500
7,545000
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
4,97000
5,117500
4,97000
4,97000
0,0
4,97000
4,97000
9,158500
4,96504
2,29000
9,179370
5,117500
5,117500
5,117500
