farm_density,cumulated_max_capacity
4,180900
5,59000
5,59000
5,59000
12,207500
1,22500
1,22500
0,0
6,38500
0,0
9,165800
6,194874
6,45390
6,194874
8,329538
6,194874
2,113290
6,194874
6,194874
6,104000
6,194874
6,194874
6,194874
8,211000
1,20000
6,194874
6,194874
6,194874
6,104000
6,45390
9,165800
9,165800
10,90600
9,165800
2,13400
2,68000
2,68000
0,0
3,144490
2,13400
1,108500
3,144490
3,144490
2,13400
2,750000
4,36999
11,4566800
11,4566800
11,4566800
3,27000
3,32000
11,4566800
6,38500
9,165800
2,13400
2,13400
2,750000
2,13400
9,165800
0,0
12,207500
5,57848
12,207500
4,57691
2,22280
5,59000
5,117500
5,59000
1,40000
5,117500
1,135168
1,135168
5,85500
1,135168
1,135168
0,0
5,117500
4,180900
5,117500
5,117500
0,0
5,117500
9,179370
0,0
0,0
2,13400
4,97000
0,0
4,96504
0,0
5,253200
5,59000
5,253200
11,444721
11,444721
5,253200
11,444721
11,444721
6,189473
11,444721
0,0
6,189473
1,22730
0,0
3,145124
6,239240
3,145124
0,0
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,45390
8,410200
6,104000
13,328744
11,444721
11,444721
11,444721
11,444721
6,189473
2,20000
6,189473
11,444721
11,444721
11,444721
6,189473
4,106000
2,20000
1,22200
0,0
5,59000
12,207500
12,207500
1,4999
8,329538
0,0
0,0
5,118125
6,126500
5,118125
5,118125
5,118125
19,354444
0,0
19,354444
0,0
5,142500
5,47000
0,0
3,59500
19,354444
19,354444
4,97000
5,118125
5,118125
5,118125
5,118125
19,354444
5,119466
4,36999
6,126500
2,17999
6,3620600
6,3620600
6,3620600
2,29000
6,3620600
0,0
0,0
0,0
0,0
2,22280
2,22280
6,189473
2,22280
1,4999
0,0
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
1,19500
9,158500
1,9500
4,59499
6,58100
1,9500
0,0
3,15400
0,0
4,114980
4,59499
3,13100
