farm_density,cumulated_max_capacity
4,180900
12,207500
12,207500
12,207500
5,117500
4,97000
5,117500
5,117500
5,117500
9,179370
2,113900
4,96504
2,113900
0,0
9,158500
4,97000
12,207500
12,207500
12,207500
12,207500
12,207500
12,207500
0,0
12,207500
5,59000
2,17999
5,57848
6,3620600
6,3620600
6,3620600
6,126500
5,118125
5,118125
5,118125
5,47000
3,59500
0,0
3,59500
0,0
5,118125
5,118125
5,118125
5,118125
5,118125
19,354444
5,119466
4,97000
19,354444
5,47000
0,0
5,142500
0,0
6,126500
4,36999
12,207500
8,329538
1,4999
8,329538
12,207500
1,22500
4,57691
1,12000
1,12000
2,13400
2,68000
2,13400
0,0
2,68000
2,13400
2,13400
2,13400
2,13400
9,165800
0,0
9,165800
2,13400
0,0
2,13400
2,13400
1,19900
9,165800
1,108500
11,4566800
11,4566800
3,32000
11,4566800
3,27000
1,108500
0,0
1,108500
6,38500
9,165800
4,36999
9,165800
2,13400
2,13400
6,38500
0,0
12,207500
13,328744
6,104000
6,194874
6,45390
6,104000
6,45390
6,45390
8,211000
6,194874
8,329538
6,194874
2,113290
6,45390
6,194874
6,45390
6,194874
1,20000
6,104000
6,194874
0,0
1,22730
5,253200
6,239240
5,253200
7,104000
6,189473
5,253200
5,253200
6,189473
6,189473
6,189473
4,106000
6,189473
6,189473
2,20000
2,20000
1,22200
11,444721
6,189473
0,0
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
8,410200
6,104000
13,328744
6,239240
3,145124
3,145124
0,0
12,207500
0,0
4,180900
1,135168
1,135168
1,135168
5,85500
0,0
1,135168
0,0
0,0
0,0
2,29000
0,0
4,59499
6,58100
6,58100
6,58100
4,114980
3,15400
4,114980
0,0
3,13100
2,29000
2,22280
0,0
2,22280
0,0
2,22280
0,0
10,90600
1,4999
0,0
1,4999
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
