farm_density,cumulated_max_capacity
2,5500
5,178820
5,178820
5,178820
5,59000
5,178820
2,39000
5,117500
0,0
2,49150
2,17000
2,49150
2,49150
2,39000
0,0
0,0
2,39000
2,17000
2,17000
4,167499
2,49150
5,140500
5,140500
0,0
0,0
5,178820
11,322000
5,142500
0,0
2,49150
2,17000
4,85000
1,500
4,43657
11,322000
0,0
2,17000
4,85500
4,85500
2,17000
0,0
0,0
2,39000
2,39000
5,140500
5,178820
0,0
5,85500
0,0
2,39000
0,0
0,0
1,4999
1,500
1,500
2,17000
2,49150
0,0
1,20000
2,17000
11,322000
2,1290
1,20000
1,500
1,500
5,85500
1,500
4,144550
1,500
0,0
2,5500
11,322000
1,20000
5,178820
0,0
0,0
1,8000
2,17000
2,39000
0,0
0,0
1,20000
0,0
0,0
1,500
0,0
2,62
1,500
11,322000
1,500
0,0
1,500
0,0
1,19900
0,0
3,50000
1,135168
0,0
2,62
0,0
0,0
2,17000
4,43657
0,0
0,0
0,0
0,0
1,19900
0,0
0,0
1,500
2,62
2,2000
2,62
0,0
4,16800
0,0
0,0
4,85000
0,0
2,17000
0,0
1,20000
0,0
0,0
2,39000
1,19900
2,62
0,0
0,0
0,0
1,70
2,39000
1,500
2,62
1,500
1,500
0,0
0,0
0,0
0,0
1,20000
0,0
0,0
0,0
0,0
0,0
0,0
3,64000
1,8000
0,0
8,141500
2,5500
0,0
8,141500
5,42999
0,0
1,20000
1,17000
0,0
0,0
0,0
0,0
0,0
2,1290
0,0
1,3500
2,39999
4,43657
0,0
2,17000
0,0
1,38800
0,0
0,0
4,85000
0,0
2,17000
2,17000
0,0
5,85500
0,0
2,700
1,18500
0,0
2,17000
0,0
0,0
4,43657
0,0
0,0
0,0
3,144490
2,1290
1,18500
0,0
0,0
0,0
0,0
1,10000
