farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
0,0
4,180900
4,180900
5,178820
1,19500
1,200
0,0
4,180900
0,0
1,200
3,18300
0,0
3,18300
1,200
0,0
0,0
1,92000
1,92000
3,18300
1,92000
2,87500
0,0
1,19500
1,92000
2,87500
1,200
1,92000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,2000
1,19500
2,87500
0,0
1,14999
0,0
0,0
4,2750
0,0
2,13502
0,0
3,64000
4,2750
9,158500
0,0
0,0
1,92000
0,0
0,0
3,64000
0,0
1,92000
0,0
0,0
0,0
1,25000
0,0
0,0
0,0
0,0
0,0
0,0
9,179370
1,92000
1,15000
1,92000
3,64000
0,0
0,0
0,0
0,0
0,0
9,179370
0,0
4,2750
0,0
0,0
9,158500
0,0
0,0
0,0
0,0
2,13502
0,0
0,0
1,19500
1,4999
2,113290
0,0
0,0
0,0
3,64000
1,92000
0,0
0,0
1,92000
3,27000
0,0
1,19500
3,64000
0,0
0,0
0,0
1,1900
0,0
6,38500
0,0
0,0
1,19500
2,13400
0,0
4,96504
2,55450
1,0
0,0
2,113290
0,0
2,13502
2,87500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,87500
0,0
0,0
1,14999
1,97000
0,0
0,0
0,0
0,0
2,13502
0,0
0,0
0,0
0,0
0,0
0,0
8,329538
2,13502
0,0
0,0
0,0
6,38500
0,0
0,0
1,18000
0,0
0,0
0,0
0,0
1,4999
2,3349
0,0
1,80
0,0
0,0
0,0
0,0
2,3349
1,4999
1,0
0,0
0,0
1,4999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,14999
0,0
0,0
0,0
