farm_density,cumulated_max_capacity
4,180900
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,20000
1,4999
0,0
0,0
0,0
0,0
4,15200
1,500
4,15200
5,42999
5,178820
4,15200
8,141500
6,89490
4,15200
1,4999
4,106000
5,178820
0,0
6,89490
5,178820
0,0
3,62900
0,0
8,141500
0,0
5,42999
4,15200
2,39999
3,62900
6,89490
0,0
0,0
6,89490
0,0
2,45000
2,39999
2,39999
0,0
0,0
0,0
3,62900
8,141500
0,0
6,89490
0,0
0,0
0,0
6,89490
5,42999
0,0
0,0
1,500
0,0
5,140500
0,0
0,0
6,89490
6,89490
0,0
6,89490
0,0
2,45000
0,0
0,0
4,15200
6,89490
0,0
6,89490
0,0
0,0
0,0
3,62900
6,89490
2,45000
0,0
0,0
5,71500
5,161200
1,42500
0,0
2,39999
0,0
0,0
0,0
0,0
0,0
1,19500
5,161200
1,19500
0,0
0,0
1,0
0,0
6,89490
0,0
0,0
0,0
6,89490
0,0
0,0
0,0
6,89490
6,89490
0,0
0,0
0,0
0,0
2,39999
0,0
0,0
1,9000
5,67000
0,0
5,161200
0,0
6,89490
0,0
0,0
0,0
6,89490
6,89490
0,0
0,0
0,0
0,0
1,9000
0,0
0,0
6,89490
0,0
1,9000
0,0
3,64000
0,0
5,42999
0,0
0,0
0,0
0,0
0,0
1,29500
5,42999
0,0
0,0
2,87500
1,9000
3,64000
3,64000
0,0
1,9000
1,9000
0,0
0,0
0,0
0,0
0,0
0,0
1,135168
2,36000
2,5500
0,0
0,0
0,0
1,0
1,200
0,0
0,0
0,0
0,0
0,0
1,9000
4,43657
0,0
1,0
2,13400
8,37248
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,45000
0,0
1,4000
