farm_density,cumulated_max_capacity
5,57848
5,59000
5,59000
5,59000
5,59000
5,59000
5,71500
5,59000
0,0
1,14999
1,0
2,55450
0,0
1,0
5,59000
5,59000
5,59000
0,0
0,0
0,0
5,57848
1,0
0,0
0,0
0,0
5,59000
3,145124
5,59000
5,59000
0,0
0,0
5,59000
4,167499
1,0
0,0
5,140500
1,14999
1,0
5,57848
0,0
1,4999
0,0
0,0
0,0
5,140500
0,0
2,55450
5,57848
0,0
0,0
0,0
3,50000
2,55450
0,0
0,0
5,57848
0,0
0,0
1,37000
1,0
5,161200
2,13400
0,0
12,207500
1,4999
5,83164
5,83164
0,0
0,0
0,0
4,36999
3,84900
0,0
0,0
0,0
5,83164
3,50000
0,0
0,0
5,83164
0,0
1,0
0,0
2,13400
0,0
5,161200
0,0
0,0
0,0
0,0
5,161200
0,0
5,71500
0,0
0,0
4,4950
0,0
0,0
0,0
0,0
0,0
0,0
3,32000
1,37000
0,0
0,0
4,85500
5,83164
0,0
3,771000
1,0
5,83164
0,0
4,36999
0,0
5,161200
4,85500
0,0
0,0
5,83164
5,161200
13,328744
3,84900
1,19500
0,0
5,83164
4,85500
0,0
5,161200
5,83164
0,0
5,83164
0,0
0,0
5,161200
5,83164
0,0
3,771000
0,0
0,0
1,4999
0,0
0,0
0,0
4,36999
4,85500
0,0
0,0
1,0
0,0
0,0
0,0
1,0
4,85500
1,0
8,822370
0,0
4,85500
4,85500
0,0
4,85500
1,200
0,0
1,200
1,8500
0,0
0,0
3,200
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,67000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1600
1,200
0,0
1,200
0,0
0,0
1,37000
8,37248
4,85500
1,48500
11,78600
0,0
