farm_density,cumulated_max_capacity
4,180900
4,167499
4,167499
4,167499
4,180900
5,117500
0,0
4,167499
6,194874
12,207500
12,207500
1,12000
0,0
1,22730
5,253200
5,59600
5,253200
5,253200
6,189473
11,444721
6,189473
11,444721
4,106000
11,444721
6,189473
2,20000
1,22200
2,20000
5,59600
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
11,444721
11,444721
11,444721
6,189473
11,444721
11,444721
6,104000
13,328744
6,239240
3,145124
3,145124
0,0
6,45390
6,45390
9,165800
6,45390
6,45390
6,194874
2,113290
6,194874
6,194874
2,113290
6,194874
6,194874
8,211000
6,194874
6,194874
6,45390
6,104000
6,194874
1,20000
6,194874
6,104000
6,45390
9,165800
6,38500
9,165800
9,165800
9,165800
9,165800
9,165800
9,165800
1,108500
9,165800
9,165800
1,19900
3,27000
11,4566800
11,4566800
9,165800
11,4566800
6,38500
3,32000
11,4566800
9,165800
4,36999
2,13400
2,13400
10,90600
2,750000
0,0
2,68000
0,0
2,68000
0,0
2,13400
0,0
2,13400
6,38500
0,0
4,57691
12,207500
0,0
0,0
0,0
0,0
1,500
0,0
1,500
4,97000
8,410200
7,545000
1,19500
2,22280
9,158500
9,158500
9,158500
1,19500
9,158500
1,19500
1,4999
0,0
0,0
1,9500
3,13100
4,59499
6,58100
6,58100
3,15400
4,114980
4,114980
0,0
4,167499
12,207500
5,117500
1,135168
5,117500
5,117500
2,113900
5,117500
2,113900
9,158500
4,97000
0,0
9,158500
4,96504
5,117500
9,179370
0,0
5,85500
0,0
1,135168
1,135168
1,135168
5,57848
5,57848
8,329538
1,4999
2,17999
5,118125
6,3620600
2,17999
6,3620600
6,3620600
2,17999
5,57848
5,118125
5,118125
3,59500
5,118125
0,0
3,59500
4,97000
19,354444
19,354444
5,118125
5,119466
5,118125
5,118125
2,29000
5,118125
5,118125
5,118125
19,354444
5,142500
0,0
0,0
5,47000
5,118125
4,36999
4,36999
6,126500
