farm_density,cumulated_max_capacity
4,180900
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,117500
1,4999
0,0
0,0
0,0
0,0
0,0
0,0
2,45000
6,104000
2,45000
2,31000
2,31000
0,0
2,45000
3,144490
6,194874
0,0
13,328744
0,0
0,0
0,0
2,45000
2,31000
0,0
0,0
6,194874
5,160599
0,0
0,0
13,328744
6,194874
0,0
0,0
3,144490
0,0
0,0
0,0
0,0
0,0
1,2500
0,0
3,144490
1,0
0,0
6,104000
2,55450
0,0
2,62
6,194874
3,144490
0,0
0,0
5,160599
0,0
0,0
6,194874
0,0
0,0
0,0
0,0
6,104000
3,144490
1,4999
0,0
1,8000
0,0
0,0
0,0
0,0
1,2500
4,56650
2,55450
4,56650
0,0
0,0
0,0
0,0
5,160599
0,0
2,45000
0,0
11,4566800
2,36000
0,0
0,0
4,56650
4,106000
0,0
0,0
0,0
0,0
1,2800
6,189473
0,0
5,160599
6,189473
0,0
2,750000
6,104000
0,0
4,56650
0,0
0,0
1,8000
4,167499
1,19900
0,0
6,104000
0,0
0,0
2,52000
6,104000
1,4999
0,0
0,0
1,19900
2,55450
6,45390
0,0
0,0
4,56650
1,2800
0,0
4,56650
3,144490
0,0
5,160599
1,0
4,56650
2,55450
2,67939
6,104000
6,194874
1,42500
0,0
0,0
1,4999
1,19900
0,0
2,55450
2,55450
1,19900
5,57848
0,0
0,0
0,0
2,55450
0,0
0,0
2,55450
2,55450
1,108500
6,194874
1,40000
0,0
0,0
7,104000
0,0
6,104000
0,0
0,0
0,0
2,750000
0,0
3,18300
2,3349
1,19500
4,167499
2,750000
2,750000
1,60
0,0
0,0
0,0
0,0
3,144490
3,144490
0,0
2,234
0,0
1,4999
1,19900
0,0
1,4999
0,0
1,4999
0,0
8,329538
0,0
4,4950
0,0
