farm_density,cumulated_max_capacity
4,180900
5,59000
5,59000
5,59000
12,207500
2,22280
4,167499
12,207500
0,0
6,194874
6,194874
6,45390
6,194874
8,211000
6,194874
6,45390
6,194874
8,329538
6,194874
6,194874
6,194874
1,20000
2,113290
6,194874
6,194874
6,104000
6,45390
6,104000
2,750000
0,0
2,13400
2,750000
6,38500
9,165800
0,0
6,38500
9,165800
9,165800
9,165800
9,165800
2,13400
2,13400
9,165800
4,36999
1,108500
11,4566800
11,4566800
11,4566800
11,4566800
11,4566800
11,4566800
3,32000
1,22500
9,165800
6,38500
3,27000
0,0
0,0
2,13400
2,68000
2,68000
0,0
12,207500
12,207500
12,207500
4,57691
9,158500
12,207500
11,444721
2,22280
4,59499
2,22280
2,22280
2,22280
1,135168
1,9500
6,58100
6,58100
4,114980
3,15400
4,114980
0,0
1,135168
5,85500
1,135168
1,135168
0,0
1,135168
0,0
2,22280
2,22280
2,22280
1,8500
2,22280
1,4999
0,0
10,90600
0,0
0,0
7,545000
9,3133190
8,410200
9,158500
9,3133190
1,19500
9,158500
9,158500
9,158500
11,444721
5,253200
6,239240
11,444721
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
11,444721
13,328744
6,104000
6,189473
6,189473
6,189473
6,189473
1,22730
0,0
4,106000
6,189473
11,444721
6,189473
11,444721
11,444721
4,106000
2,20000
2,20000
1,22200
6,239240
3,145124
3,145124
0,0
5,59000
5,59000
4,180900
5,59000
9,179370
5,117500
2,113900
9,179370
3,13100
4,97000
1,15000
4,97000
4,96504
2,29000
0,0
4,97000
5,117500
5,117500
5,59000
5,57848
8,329538
1,4999
4,36999
5,57848
4,36999
6,126500
5,118125
5,57848
5,57848
5,57848
6,3620600
2,17999
6,3620600
6,3620600
5,118125
5,118125
3,59500
3,62900
0,0
3,59500
4,97000
19,354444
19,354444
5,118125
19,354444
5,118125
5,118125
19,354444
5,118125
5,119466
5,142500
0,0
5,47000
0,0
