farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
1,0
3,145124
0,0
0,0
0,0
0,0
0,0
4,180900
4,180900
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,4999
0,0
0,0
0,0
0,0
1,42500
0,0
4,180900
8,37248
6,239240
0,0
0,0
5,59000
0,0
12,207500
0,0
6,239240
0,0
0,0
0,0
1,4999
1,0
0,0
0,0
0,0
1,30000
3,771000
0,0
0,0
5,140500
0,0
0,0
12,207500
0,0
0,0
1,4999
1,4999
0,0
12,207500
5,140500
5,117500
0,0
0,0
1,20000
1,4999
1,18000
0,0
1,0
1,4999
10,609500
0,0
0,0
1,20000
12,207500
0,0
0,0
0,0
1,9600
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,20000
0,0
0,0
0,0
0,0
1,4999
1,30000
0,0
1,0
8,37248
0,0
1,20000
1,4999
0,0
0,0
0,0
0,0
1,4999
5,71500
1,4999
6,38500
0,0
0,0
5,71500
0,0
8,37248
0,0
0,0
1,30000
0,0
5,71500
12,207500
0,0
0,0
12,207500
0,0
1,18000
1,20000
4,59499
2,39500
11,444721
0,0
0,0
0,0
0,0
12,207500
1,4999
12,207500
1,0
1,40000
5,71500
12,207500
0,0
1,4999
11,78600
4,15200
0,0
11,444721
0,0
1,4999
0,0
2,22280
0,0
12,207500
1,4999
12,207500
12,207500
0,0
5,59000
1,4999
6,239240
1,4999
5,140500
1,4999
1,19500
5,59600
5,178820
2,45000
8,37248
1,0
1,4999
0,0
0,0
2,510000
0,0
3,145124
5,140500
5,140500
0,0
0,0
0,0
0,0
0,0
2,55450
3,771000
1,0
5,71500
2,44600
1,4999
1,4999
1,4999
0,0
0,0
0,0
4,85500
12,207500
0,0
6,836517
0,0
