farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
5,59000
5,85500
5,85500
1,135168
0,0
1,135168
1,135168
1,135168
5,57848
5,59000
5,59000
0,0
5,59000
5,59000
5,117500
5,117500
12,207500
9,179370
0,0
0,0
2,29000
4,96504
4,97000
0,0
4,180900
0,0
5,178820
0,0
3,144490
5,178820
0,0
3,144490
6,45390
3,144490
6,194874
6,45390
6,194874
6,194874
6,194874
6,104000
6,194874
8,211000
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
6,104000
6,45390
1,12000
2,13400
2,750000
9,165800
9,165800
4,36999
2,13400
2,13400
9,165800
9,165800
9,165800
1,108500
9,165800
1,19900
9,165800
11,4566800
11,4566800
3,32000
1,19900
6,38500
3,27000
9,165800
0,0
1,12000
2,13400
2,13400
1,12000
1,12000
12,207500
0,0
2,68000
0,0
2,68000
0,0
4,57691
2,113290
0,0
6,38500
11,444721
6,194874
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
6,189473
11,444721
11,444721
2,20000
4,106000
11,444721
2,20000
1,22200
11,444721
11,444721
11,444721
11,444721
13,328744
11,444721
13,328744
6,104000
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
5,253200
3,145124
6,189473
6,189473
1,22730
3,145124
6,239240
3,145124
0,0
1,4999
8,329538
0,0
0,0
0,0
0,0
6,58100
4,59499
6,58100
6,58100
0,0
3,15400
4,114980
0,0
0,0
6,3620600
2,17999
6,3620600
6,3620600
6,3620600
6,126500
5,118125
4,36999
6,126500
5,118125
5,118125
5,118125
4,97000
0,0
5,118125
0,0
5,142500
5,47000
0,0
5,118125
19,354444
19,354444
3,59500
5,118125
5,118125
19,354444
5,118125
5,119466
5,118125
0,0
3,13100
0,0
0,0
0,0
0,0
1,4999
1,3500
10,90600
0,0
9,158500
0,0
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
1,19500
7,545000
2,22280
8,410200
2,22280
