farm_density,cumulated_max_capacity
0,0
12,207500
12,207500
12,207500
0,0
12,207500
12,207500
0,0
1,29500
0,0
0,0
0,0
1,20000
12,207500
12,207500
12,207500
0,0
0,0
12,207500
12,207500
5,59000
4,167499
1,19500
5,117500
5,57848
1,42500
0,0
5,117500
5,59000
1,42500
1,42500
1,110153
0,0
0,0
0,0
1,0
0,0
8,410200
0,0
1,29500
5,178820
5,59000
0,0
1,4999
1,4999
0,0
8,410200
1,19500
1,19500
5,117500
0,0
0,0
5,59000
0,0
0,0
1,19500
0,0
0,0
1,4999
0,0
2,5500
1,8000
0,0
12,207500
0,0
0,0
1,4999
5,117500
1,8000
2,5500
12,207500
1,4999
0,0
0,0
1,3500
5,59000
4,180900
0,0
1,19500
0,0
7,343999
5,67000
5,67000
1,84500
1,19500
1,30000
1,19500
0,0
4,180900
9,179370
0,0
1,19500
0,0
0,0
0,0
0,0
2,13502
0,0
0,0
5,117500
2,5500
1,84500
7,343999
1,0
4,4950
4,180900
1,19500
0,0
1,0
0,0
5,67000
4,14010
0,0
0,0
4,85000
0,0
0,0
0,0
0,0
0,0
7,545000
7,343999
1,8000
8,141500
0,0
4,180900
2,25000
1,19500
1,19500
0,0
0,0
5,59000
2,5500
8,141500
1,19500
7,343999
0,0
0,0
5,117500
5,59000
5,59000
0,0
5,117500
10,90600
0,0
0,0
0,0
0,0
1,8000
0,0
0,0
0,0
0,0
5,59000
1,8000
0,0
5,59000
5,59000
4,14010
0,0
1,0
5,59000
1,37000
5,99950
1,37000
0,0
0,0
0,0
0,0
0,0
1,20000
0,0
1,6500
1,3500
0,0
0,0
0,0
0,0
0,0
1,22730
0,0
0,0
1,3500
3,730
8,141500
1,20000
0,0
0,0
0,0
11,4566800
1,0
4,14010
11,4566800
1,3500
11,4566800
4,16800
5,59000
0,0
1,38800
1,22200
