farm_density,cumulated_max_capacity
4,180900
5,117500
4,180900
4,180900
4,180900
4,180900
4,180900
1,135168
1,135168
1,135168
5,85500
8,69999
8,69999
4,59499
3,13100
3,15400
6,58100
8,69999
4,114980
3,15400
0,0
4,114980
5,85500
5,85500
1,135168
5,85500
0,0
1,135168
1,135168
1,135168
5,85500
0,0
1,4999
8,329538
0,0
5,85500
5,118125
1,48500
2,29000
4,36999
4,36999
6,126500
5,118125
3,59500
3,59500
19,354444
0,0
5,118125
5,118125
5,119466
5,118125
5,118125
19,354444
5,118125
5,142500
5,47000
5,47000
0,0
0,0
3,59500
19,354444
4,97000
0,0
5,57848
2,17999
6,3620600
6,3620600
6,3620600
2,22280
1,135168
7,545000
1,4999
0,0
1,4999
7,545000
7,545000
8,410200
9,158500
1,19500
9,158500
1,19500
9,158500
9,158500
1,19500
9,158500
9,158500
2,22280
0,0
0,0
12,207500
5,59000
5,59000
12,207500
12,207500
10,90600
4,57691
2,13400
0,0
2,13400
2,13400
9,165800
2,13400
9,165800
11,4566800
0,0
9,165800
0,0
6,38500
9,165800
9,165800
9,165800
1,108500
9,165800
9,165800
11,4566800
2,113290
11,4566800
11,4566800
3,32000
11,4566800
6,38500
3,27000
2,13400
4,36999
2,13400
2,13400
0,0
0,0
2,68000
6,45390
2,68000
0,0
6,45390
6,194874
6,45390
8,211000
6,194874
6,45390
2,113290
6,194874
6,194874
6,45390
6,194874
6,104000
6,194874
1,20000
6,194874
6,194874
6,45390
6,104000
11,444721
4,180900
5,253200
11,444721
5,253200
5,59600
3,145124
6,239240
3,145124
0,0
5,253200
5,253200
5,253200
1,22730
6,189473
11,444721
11,444721
11,444721
4,106000
11,444721
6,189473
2,20000
1,22200
2,20000
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,22500
11,444721
6,104000
13,328744
2,113900
5,117500
2,113900
4,96504
4,97000
0,0
9,179370
5,117500
5,117500
5,117500
