farm_density,cumulated_max_capacity
4,180900
1,4999
1,4999
1,4999
5,85500
5,178820
0,0
0,0
1,38800
0,0
0,0
6,126500
1,38800
1,4999
0,0
1,48500
0,0
2,700
1,4999
1,200
1,4999
3,67000
1,18000
0,0
1,4999
1,200
1,38800
0,0
0,0
0,0
0,0
1,4999
1,200
4,180900
0,0
1,38800
1,0
8,37248
1,38800
4,144550
0,0
3,84900
0,0
0,0
1,200
1,200
5,85500
1,38800
0,0
3,67000
3,67000
3,67000
1,18000
4,144550
0,0
1,38800
3,67000
1,4999
1,48500
0,0
3,67000
0,0
3,771000
0,0
0,0
0,0
0,0
0,0
5,71500
2,2000
1,38800
0,0
1,1600
0,0
1,0
0,0
1,48500
0,0
1,38800
1,0
1,38800
6,126500
3,67000
1,65
0,0
0,0
1,6000
0,0
5,85500
0,0
0,0
0,0
1,500
0,0
2,2000
5,71500
4,144550
0,0
0,0
1,48500
0,0
0,0
0,0
0,0
0,0
1,38800
0,0
2,39000
0,0
0,0
3,67000
0,0
3,67000
0,0
0,0
0,0
0,0
6,126500
0,0
2,2000
0,0
6,126500
0,0
0,0
0,0
0,0
3,67000
1,135168
0,0
1,6000
2,41963
3,67000
3,67000
0,0
0,0
0,0
3,67000
3,67000
1,97000
5,85500
5,71500
0,0
4,42498
0,0
0,0
0,0
2,1290
0,0
0,0
0,0
5,85500
3,67000
5,85500
5,85500
0,0
1,1600
3,67000
0,0
0,0
0,0
2,700
0,0
5,99950
0,0
0,0
0,0
8,410200
0,0
4,144550
1,500
0,0
2,700
1,135168
0,0
0,0
1,18000
0,0
1,135168
3,67000
0,0
3,104000
3,67000
2,62
0,0
0,0
0,0
0,0
0,0
8,410200
0,0
0,0
8,410200
1,110153
7,545000
1,110153
8,37248
0,0
0,0
0,0
0,0
