farm_density,cumulated_max_capacity
4,180900
5,117500
5,117500
2,13400
4,167499
5,117500
7,104000
4,167499
5,253200
11,444721
5,253200
5,253200
0,0
6,189473
6,239240
0,0
3,145124
0,0
6,189473
6,189473
6,189473
6,189473
0,0
6,189473
0,0
4,106000
11,444721
2,20000
2,20000
1,22200
11,444721
11,444721
1,22730
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
13,328744
9,179370
5,117500
5,59000
5,59000
5,117500
5,117500
12,207500
9,158500
4,115000
4,97000
2,29000
4,96504
0,0
4,97000
4,180900
1,135168
5,85500
1,135168
1,135168
0,0
0,0
1,135168
2,13400
2,13400
2,13400
2,13400
0,0
2,13400
4,57691
2,13400
0,0
2,13400
0,0
3,144490
6,104000
3,144490
6,45390
6,104000
6,45390
6,104000
6,45390
6,104000
6,194874
8,211000
6,194874
6,194874
6,194874
2,113290
6,194874
1,20000
6,194874
6,194874
6,104000
6,194874
12,207500
2,68000
2,68000
0,0
0,0
2,13400
6,38500
0,0
9,165800
2,13400
2,13400
4,36999
9,165800
9,165800
9,165800
9,165800
3,32000
11,4566800
11,4566800
1,108500
3,27000
1,108500
9,165800
6,38500
9,165800
9,165800
2,13400
2,13400
2,22280
2,13400
4,59499
2,22280
2,22280
2,22280
3,13100
3,15400
1,9500
6,58100
4,114980
3,15400
0,0
4,114980
2,22280
2,22280
0,0
2,22280
9,158500
2,22280
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
8,410200
7,545000
1,4999
0,0
0,0
1,4999
1,18500
2,750000
1,4999
8,329538
1,18500
5,118125
5,57848
6,3620600
2,17999
5,57848
6,3620600
6,3620600
4,43657
5,118125
4,36999
6,126500
5,118125
5,118125
10,90600
19,354444
19,354444
19,354444
0,0
19,354444
4,97000
5,118125
5,119466
19,354444
19,354444
5,118125
5,118125
5,118125
3,59500
0,0
5,142500
5,47000
0,0
5,47000
