farm_density,cumulated_max_capacity
1,4999
5,178820
4,180900
5,178820
5,178820
1,8500
1,8500
4,180900
1,8500
4,180900
0,0
0,0
5,178820
0,0
1,8500
0,0
0,0
2,52000
0,0
2,5500
0,0
11,444721
11,444721
2,36000
11,444721
0,0
4,180900
4,180900
1,8500
11,444721
0,0
1,30000
0,0
1,20000
11,444721
1,31250
0,0
4,180900
4,180900
0,0
4,180900
4,180900
2,52000
1,17000
0,0
1,8500
1,17000
6,189473
1,4999
1,17000
0,0
0,0
1,4000
11,444721
11,444721
0,0
0,0
0,0
0,0
1,4000
0,0
0,0
1,17000
1,17000
1,20000
11,444721
0,0
0,0
11,444721
0,0
0,0
0,0
11,444721
0,0
1,4000
1,4999
0,0
0,0
1,4999
1,8500
11,444721
11,444721
0,0
0,0
1,4000
4,144550
0,0
1,4999
11,444721
1,6000
11,444721
2,49150
1,4999
0,0
1,50000
1,31250
0,0
0,0
0,0
0,0
2,52000
0,0
1,4000
0,0
0,0
0,0
11,444721
2,36000
1,4999
1,15000
0,0
0,0
0,0
0,0
0,0
4,144550
1,17000
0,0
0,0
4,167499
11,444721
0,0
1,15000
0,0
0,0
1,31250
1,4999
0,0
1,4999
1,15000
0,0
1,4000
0,0
1,80000
1,4000
1,17000
11,444721
0,0
0,0
0,0
1,4999
0,0
1,80000
1,30000
1,19500
1,80000
0,0
2,41963
0,0
0,0
1,80000
0,0
0,0
0,0
0,0
7,343999
0,0
0,0
0,0
2,52000
1,4999
0,0
1,4999
0,0
1,80000
0,0
0,0
0,0
1,31250
1,4000
7,343999
1,12000
0,0
0,0
0,0
1,84500
0,0
0,0
0,0
2,24000
1,22730
0,0
0,0
1,8500
0,0
1,4000
1,4000
7,343999
0,0
0,0
1,80000
1,12000
0,0
0,0
0,0
1,4000
2,52000
0,0
0,0
5,253200
