farm_density,cumulated_max_capacity
4,180900
5,59000
12,207500
5,178820
12,207500
12,207500
12,207500
5,57848
0,0
12,207500
6,38500
0,0
2,13400
5,59000
12,207500
6,194874
6,194874
8,329538
6,194874
6,45390
6,45390
6,194874
6,194874
6,104000
8,211000
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,104000
6,45390
0,0
2,113290
0,0
2,68000
4,57691
12,207500
2,13400
0,0
10,90600
0,0
2,13400
9,165800
2,13400
2,13400
9,165800
9,165800
1,108500
9,165800
9,165800
9,165800
9,165800
9,165800
6,38500
9,165800
4,36999
3,27000
9,165800
11,4566800
11,4566800
3,32000
9,165800
2,13400
2,13400
2,13400
5,59000
1,0
5,178820
5,178820
1,135168
5,117500
1,135168
1,135168
1,135168
5,85500
0,0
1,135168
5,117500
2,29000
5,117500
5,117500
9,179370
5,117500
4,97000
0,0
0,0
4,97000
4,96504
2,29000
0,0
4,180900
11,444721
1,0
0,0
11,444721
5,118125
0,0
6,836517
0,0
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
4,59499
3,13100
5,118125
5,118125
5,118125
5,118125
5,118125
19,354444
5,118125
5,118125
5,118125
5,119466
19,354444
5,118125
3,59500
19,354444
19,354444
0,0
4,97000
5,119466
0,0
5,142500
5,47000
0,0
4,36999
5,118125
6,126500
4,36999
5,118125
6,3620600
6,3620600
6,3620600
5,118125
2,17999
1,4999
8,329538
11,444721
5,253200
11,444721
11,444721
11,444721
11,444721
1,22730
11,444721
6,239240
6,189473
6,239240
6,239240
3,145124
0,0
11,444721
11,444721
11,444721
6,189473
2,20000
4,106000
1,22200
2,20000
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
13,328744
11,444721
11,444721
5,253200
6,189473
1,0
1,0
9,158500
0,0
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
8,410200
7,545000
1,4999
0,0
2,22280
0,0
