farm_density,cumulated_max_capacity
4,180900
4,180900
5,178820
4,180900
5,117500
5,117500
5,117500
2,2000
0,0
2,2000
1,135168
4,59499
4,59499
6,58100
6,58100
6,58100
6,58100
0,0
4,114980
3,15400
1,135168
5,85500
5,85500
5,85500
1,135168
0,0
0,0
0,0
2,13400
5,253200
5,253200
5,253200
5,253200
5,253200
6,189473
1,22730
11,444721
6,189473
6,189473
3,145124
6,239240
3,145124
3,145124
0,0
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
11,444721
13,328744
6,104000
4,106000
6,189473
6,189473
6,189473
11,444721
6,189473
11,444721
1,22200
1,22200
2,20000
0,0
9,179370
0,0
0,0
8,410200
1,4999
0,0
1,4999
0,0
2,22280
9,158500
0,0
9,158500
9,158500
7,545000
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
9,158500
0,0
0,0
6,126500
1,18500
6,126500
6,126500
5,118125
4,36999
5,57848
1,18500
1,12000
3,59500
5,142500
0,0
0,0
5,47000
3,59500
3,59500
19,354444
19,354444
19,354444
4,97000
5,118125
19,354444
5,118125
5,119466
5,118125
5,118125
5,57848
2,17999
6,3620600
5,57848
6,3620600
6,3620600
0,0
0,0
8,329538
1,4999
10,90600
2,13400
5,117500
4,97000
4,97000
4,96504
4,96504
2,29000
4,97000
0,0
5,117500
5,117500
5,117500
1,18500
9,179370
1,18500
12,207500
3,13100
4,57691
12,207500
12,207500
6,104000
0,0
6,104000
6,104000
6,104000
6,104000
6,45390
6,45390
8,211000
6,45390
6,194874
6,194874
6,104000
6,194874
6,194874
1,20000
6,194874
6,194874
6,194874
6,194874
2,113290
2,68000
0,0
12,207500
11,4566800
0,0
11,4566800
0,0
0,0
6,38500
0,0
9,165800
11,4566800
11,4566800
1,108500
11,4566800
9,165800
4,36999
11,4566800
1,19900
0,0
0,0
11,4566800
11,4566800
3,27000
11,4566800
3,32000
6,38500
9,165800
2,13400
2,13400
