farm_density,cumulated_max_capacity
4,180900
4,167499
4,167499
1,18500
1,18500
1,18500
5,117500
0,0
9,179370
4,97000
4,97000
4,97000
4,96504
2,29000
0,0
4,97000
11,444721
5,85500
11,444721
6,189473
6,189473
11,444721
1,22730
6,189473
11,444721
0,0
3,145124
6,239240
3,145124
0,0
11,444721
5,253200
6,189473
2,20000
2,20000
1,22200
6,189473
11,444721
6,189473
6,189473
11,444721
4,106000
1,4999
11,444721
11,444721
6,104000
6,104000
13,328744
11,444721
1,4999
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,135168
5,85500
1,135168
1,135168
0,0
1,135168
4,167499
5,117500
4,167499
4,180900
9,165800
4,167499
2,22280
3,18300
2,22280
0,0
4,59499
2,22280
0,0
2,22280
2,22280
2,22280
7,545000
9,3133190
9,158500
9,3133190
9,158500
9,158500
9,3133190
1,19500
9,158500
9,158500
7,545000
8,410200
0,0
2,22280
0,0
1,4999
3,13100
6,58100
6,58100
3,15400
3,15400
0,0
4,114980
0,0
4,57691
3,18300
6,45390
3,18300
6,45390
6,45390
6,104000
6,45390
6,194874
8,211000
6,194874
6,194874
2,113290
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
6,104000
2,13400
2,13400
2,13400
0,0
2,13400
2,13400
2,13400
0,0
0,0
6,38500
12,207500
9,165800
9,165800
9,165800
11,4566800
9,165800
9,165800
1,108500
3,27000
11,4566800
11,4566800
11,4566800
11,4566800
3,32000
3,27000
3,27000
9,165800
6,38500
4,36999
2,13400
2,13400
2,13400
12,207500
12,207500
2,68000
12,207500
0,0
2,68000
0,0
1,12000
8,329538
1,4999
8,329538
10,90600
3,59500
12,207500
3,59500
19,354444
19,354444
3,59500
19,354444
19,354444
3,59500
0,0
5,142500
5,119466
5,47000
0,0
4,97000
19,354444
19,354444
19,354444
5,119466
5,118125
5,118125
5,118125
5,118125
4,36999
4,36999
6,126500
6,3620600
2,17999
6,3620600
6,3620600
5,57848
2,17999
