farm_density,cumulated_max_capacity
4,180900
12,207500
4,167499
12,207500
12,207500
12,207500
12,207500
4,167499
4,167499
12,207500
0,0
4,167499
0,0
0,0
0,0
5,178820
6,104000
3,84900
5,59000
4,167499
6,189473
0,0
0,0
6,189473
5,59000
2,45000
6,189473
0,0
0,0
5,178820
0,0
1,0
6,104000
6,239240
1,14999
0,0
5,59000
5,59000
0,0
0,0
6,189473
6,104000
6,194874
6,104000
0,0
0,0
1,4999
0,0
1,14999
1,22500
13,328744
0,0
1,4999
6,45390
0,0
1,14999
6,104000
0,0
4,167499
6,189473
0,0
6,189473
6,189473
1,4999
4,167499
6,104000
0,0
0,0
0,0
1,4999
1,4999
1,4999
1,4800
1,1500
6,189473
1,4800
0,0
1,4999
1,4999
1,1500
3,52500
0,0
2,55450
6,189473
0,0
0,0
6,189473
0,0
0,0
0,0
6,126500
1,1500
6,189473
3,52500
0,0
0,0
1,0
3,32000
0,0
0,0
1,4800
0,0
6,189473
0,0
6,45390
1,0
0,0
6,239240
0,0
0,0
6,194874
0,0
1,0
0,0
9,165800
1,4999
0,0
0,0
0,0
1,4999
0,0
1,4999
0,0
0,0
0,0
1,14999
19,354444
19,354444
1,4999
0,0
5,253200
6,45390
0,0
0,0
1,14999
3,84900
0,0
0,0
0,0
13,328744
3,145124
0,0
2,21270
0,0
0,0
0,0
6,104000
1,17000
0,0
5,59600
6,45390
0,0
3,52500
19,354444
3,52500
6,45390
1,22500
4,167499
3,84900
0,0
6,104000
0,0
0,0
0,0
0,0
6,194874
0,0
1,14999
1,17000
1,14999
5,59600
0,0
0,0
6,239240
1,14999
1,14999
3,84900
0,0
0,0
1,22730
0,0
0,0
6,239240
0,0
0,0
0,0
0,0
6,126500
0,0
1,27613
2,21270
0,0
1,27613
5,59600
1,27613
0,0
6,104000
2,18699
6,38500
9,165800
