farm_density,cumulated_max_capacity
4,180900
5,117500
5,117500
1,4999
4,180900
12,207500
12,207500
12,207500
1,135168
12,207500
1,135168
5,85500
1,135168
1,135168
1,135168
0,0
9,179370
5,117500
5,117500
5,117500
5,117500
0,0
4,97000
0,0
4,97000
0,0
4,96504
2,29000
5,117500
12,207500
5,57848
12,207500
4,57691
12,207500
12,207500
2,13400
12,207500
6,45390
0,0
12,207500
6,38500
0,0
6,45390
6,45390
6,45390
6,104000
8,211000
6,45390
6,194874
6,45390
6,104000
6,194874
8,329538
6,194874
6,194874
2,113290
6,194874
6,194874
6,194874
1,20000
2,13400
2,750000
2,13400
2,13400
2,13400
2,13400
2,13400
2,13400
10,90600
4,36999
1,108500
2,13400
6,38500
9,165800
9,165800
9,165800
9,165800
3,27000
11,4566800
9,165800
3,32000
11,4566800
2,750000
2,750000
2,68000
9,165800
2,68000
0,0
2,13400
2,750000
0,0
2,13400
0,0
6,189473
6,189473
6,189473
0,0
6,189473
8,410200
6,189473
1,4999
6,189473
8,410200
7,545000
8,410200
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
9,158500
2,22280
0,0
6,189473
1,4999
3,145124
11,444721
3,145124
6,239240
3,145124
0,0
1,4999
11,444721
6,189473
1,4999
11,444721
1,22200
11,444721
11,444721
11,444721
4,106000
2,20000
1,22200
11,444721
5,253200
1,4999
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
6,104000
13,328744
11,444721
11,444721
1,22730
6,189473
5,118125
2,22280
3,40999
4,59499
6,58100
3,13100
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
0,0
3,13100
5,118125
0,0
8,329538
1,4999
19,354444
5,118125
6,3620600
2,17999
6,3620600
6,3620600
5,118125
19,354444
6,126500
5,118125
6,126500
4,36999
5,118125
3,59500
5,118125
5,119466
5,118125
5,118125
19,354444
5,118125
0,0
3,59500
0,0
5,142500
5,47000
0,0
19,354444
3,59500
4,97000
19,354444
