farm_density,cumulated_max_capacity
4,180900
4,180900
5,117500
5,178820
5,117500
2,55450
3,144490
4,180900
1,9000
0,0
0,0
2,55450
2,55450
0,0
0,0
0,0
5,117500
0,0
5,59000
0,0
0,0
4,14010
8,410200
1,19500
5,117500
1,19500
4,14010
0,0
0,0
0,0
5,117500
4,167499
1,178000
8,410200
3,64000
8,410200
1,178000
0,0
0,0
1,9000
0,0
0,0
0,0
0,0
0,0
4,167499
5,117500
0,0
0,0
8,410200
1,19500
3,18300
0,0
0,0
0,0
0,0
8,141500
8,410200
0,0
8,410200
1,178000
1,20000
1,9000
13,328744
8,410200
0,0
0,0
0,0
0,0
10,90600
5,117500
0,0
0,0
0,0
0,0
8,410200
0,0
8,410200
8,410200
0,0
1,20000
0,0
1,9000
0,0
0,0
1,65
0,0
0,0
1,0
0,0
0,0
0,0
1,20000
0,0
1,19500
2,20000
5,42999
1,200
0,0
2,2000
8,410200
0,0
0,0
1,22200
0,0
0,0
0,0
5,42999
5,42999
0,0
1,19500
0,0
0,0
8,410200
5,57848
0,0
10,90600
0,0
9,179370
13,328744
0,0
0,0
0,0
0,0
2,87500
9,179370
0,0
0,0
0,0
0,0
9,179370
0,0
5,67000
0,0
3,18300
0,0
0,0
0,0
0,0
0,0
11,4566800
1,17000
0,0
0,0
1,0
2,39000
0,0
2,87500
0,0
0,0
0,0
2,87500
1,19500
1,19500
5,42999
5,142500
5,42999
0,0
0,0
0,0
5,161200
0,0
0,0
2,36000
0,0
0,0
2,45000
0,0
2,39999
0,0
0,0
0,0
1,22500
5,161200
1,20000
0,0
0,0
0,0
0,0
0,0
5,20050
0,0
1,22500
2,87500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,500
2,13400
