farm_density,cumulated_max_capacity
4,180900
0,0
0,0
4,180900
1,40000
1,135168
2,13400
4,59499
11,444721
4,59499
11,444721
11,444721
6,189473
11,444721
11,444721
10,90600
1,22200
2,20000
11,444721
11,444721
11,444721
4,106000
11,444721
5,253200
5,253200
5,253200
1,22730
6,189473
6,189473
6,189473
6,189473
6,239240
3,145124
6,239240
3,145124
0,0
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
11,444721
11,444721
11,444721
13,328744
6,104000
1,30000
3,13100
4,59499
4,59499
7,545000
2,22280
0,0
2,22280
2,29000
2,22280
7,545000
1,4999
1,17000
7,545000
8,410200
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
0,0
1,4999
4,59499
6,58100
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
2,13400
2,13400
2,13400
2,13400
2,13400
2,13400
2,13400
3,18300
1,3500
8,329538
1,4999
10,90600
5,57848
2,13400
2,17999
6,3620600
6,3620600
6,3620600
5,118125
4,36999
5,118125
5,118125
5,118125
5,118125
3,59500
5,118125
5,118125
5,118125
5,119466
5,118125
5,118125
19,354444
5,118125
4,97000
5,118125
19,354444
0,0
5,142500
0,0
5,47000
6,126500
4,36999
0,0
5,117500
5,117500
5,117500
4,97000
0,0
9,179370
2,13400
4,96504
4,97000
0,0
4,97000
2,750000
4,57691
2,750000
12,207500
0,0
1,19900
2,68000
1,19900
1,19900
6,45390
0,0
0,0
9,165800
0,0
9,165800
1,108500
1,19900
9,165800
9,165800
6,38500
3,27000
9,165800
11,4566800
3,32000
11,4566800
11,4566800
9,165800
2,17999
4,36999
5,57848
2,13400
9,165800
2,13400
2,13400
0,0
6,38500
6,194874
6,45390
6,104000
6,45390
8,211000
6,194874
6,45390
8,329538
6,194874
6,194874
1,20000
6,194874
6,194874
6,194874
2,113290
6,194874
6,194874
6,104000
0,0
2,68000
12,207500
12,207500
5,85500
1,135168
1,135168
1,135168
0,0
1,135168
