# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Dec 14 23:29:58 CET 2020 [seed=1607984996940]
# Analysis_1_141220.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skygrid
0	-309464.83589362254	-6103.3344191585975	-303361.50147446396	182.67640529112333	1836.8468823801095	1067.1513097870409	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	0.9681477431067969	0.3140075105340147	0.045258389535749094	-303361.50147446396	-1097.5424907706538	-3932.5611774162057
100000	-23945.188711777162	-1880.4034209271936	-22064.78529084997	663.2248590087568	1356.298428662476	4990.260388638785	12.772395673528017	10.559501094638872	9.825725357320813	9.769232269414882	9.710989471255452	9.509937956206109	9.639970232964645	9.80297587805794	9.430858797184866	9.756232173683106	9.223943513407368	8.855744738500853	8.906296534681903	9.055791826010278	8.765008344521444	8.429370311625531	8.570354552206057	8.169016146108374	8.264099145006183	7.78214693269737	7.958024407211233	7.542938455897108	7.393570717660213	7.258726720285493	7.4862137886770705	7.451654134915216	7.424753374359905	7.307435812813163	6.89948302967543	6.994933760973759	6.722841459200351	6.532218925590069	5.557118834593659	6.007270437061266	5.76613742119546	5.992487801587055	5.974202288179612	5.681842726725868	6.163512378879911	6.150629229811378	6.563981923536102	7.189834302237902	6.537550649717708	6.867798141663458	6.807863086494415	7.0038376088871335	6.773439230661829	6.732232162261459	6.5301893280652985	6.531434041365087	6.27248666608332	1.0	0.8430443708288369	1.2400146824499656	0.9594592355216264	0.7613474789270701	1.2082598605342416	0.9878743717382598	0.32223194862579096	0.19942216461730353	0.2460778748042501	0.2322680119526556	0.058374547111293036	6.457424357271171E-4	0.07326300284158922	6.693206264685698E-6	2.568569372984406	-6.620470314256824E-4	-22064.78529084997	-1097.5424907706538	-774.8086366791719
200000	-23523.32707991518	-1663.0789301618438	-21860.248149753337	60.53213183902828	1958.9911558322044	815.0140501450896	119.26393735452432	6.101038018379691	6.07205752463198	6.140939725291343	5.995780584518439	5.941693106064471	6.036387502061995	6.057421196195964	5.978904146495543	5.885752719615372	5.9990953711398864	5.8866302474219845	5.878744633275137	5.742024067249464	5.6486041218824745	5.459300586188447	5.587828090605274	5.524316754361325	5.41694933768827	5.291598147170946	5.20987691765837	5.189914449386653	5.226408160933874	5.236988883441001	5.16394078219046	5.072986126271565	5.016774266287716	4.865001425829381	4.919438701249937	5.01549179212403	4.968891443667123	4.840439122548787	4.806450424066193	4.869315267794166	4.7952684050693675	4.841408006591938	4.97708737818006	4.968440826623783	4.986008356177778	5.114064382645658	5.275159148074539	5.256018551072965	5.092337992023335	5.043161544717503	4.951166859945963	4.8745890978845425	4.918916149380251	4.885743563557234	4.74761401470082	4.787697995377226	4.8276194760955935	1.0	0.8195533986245993	1.4874497397935464	0.6811761647116892	0.5316058749912345	1.4992616235201193	0.9809531983588099	0.32629301058571586	0.20337823884947076	0.24786143874235525	0.2224673118224581	0.09373543303129019	0.0013108940328146982	0.06437605903236464	4.175455879897353E-5	2.349674039618798	0.10159235216318319	-21860.248149753337	-1097.5424907706538	-555.995749608762
300000	-23364.68028052262	-1552.394629057191	-21812.28565146543	31.612375384698474	1987.9109122865343	318.90578544900643	248.79743969433477	4.264069496884861	4.286152139708778	4.356468282970283	4.304150354597181	4.2695334188000365	4.226812700220012	4.3073934334294846	4.32199427137433	4.272221672402036	4.3239771674442125	4.354898298879716	4.329235716087252	4.471802301229984	4.399713733267256	4.445184915231214	4.318418497395645	4.2578711621708045	4.119311482033821	4.073288960816883	4.112632110174548	4.0015683542990805	3.917926698944334	3.9861570626550638	4.0258470853619635	3.9680302305842203	3.905211388081251	3.863007497162567	3.8948714820172263	3.963982610095193	3.885405076065524	3.945411499463716	3.9404196953879382	3.899721637330763	3.8132821232915814	3.946213532339784	3.891541870611676	3.9411039692962553	3.921479174119656	3.7927037448222043	3.8112275013282764	3.7749285570500284	3.797559180461287	3.8130833954230785	3.8610519438035897	3.8323869847666656	3.780925186187769	3.945890829846271	3.9271520639995683	3.9539890314480752	3.7952205665600935	1.0	0.7204112706035053	1.712582740984317	0.502509411169908	0.4709185092652926	1.7413574535772005	0.8522206143997745	0.3266672302160804	0.20414813140058138	0.24206810883627433	0.22711652954706363	0.06140346452636596	0.0015108746552416736	0.02978004324758343	9.954884163768583E-5	2.887851327193013	-0.020246264627831318	-21812.28565146543	-1097.5424907706538	-444.6622281056066
400000	-23322.57903950202	-1501.1715426518624	-21821.407496850155	4.800903090561706	2014.7223845806711	83.5573543401651	1.1848061852718035	5.991278655042229	6.679517858056517	8.775303581912551	8.855442325650975	8.292917887393278	9.047918734925794	9.861676403937702	8.975120340836403	8.198329575832002	7.730789371839977	7.7594913089348925	6.622460306458971	5.069116341784732	5.482719592705177	5.5227230577900315	4.73968594992095	3.4651852080753276	3.5094118460534056	2.8607624999248085	2.9184823000066764	3.470818266090487	3.829961344084505	3.75039661105473	5.179703651286722	5.445144250864312	4.53233459836614	4.604363038553506	3.0962467823194064	1.6502169368144206	2.4693561203220766	2.808156845773535	2.6787838034486926	3.951328754808183	4.1087112343188785	2.229325074290704	2.618928627493401	2.45880676888305	3.253556765899884	4.188359089034832	4.474517443738778	2.894902638589787	2.2765681545871312	2.703668022187454	3.6658389610089865	3.3346188915073003	3.82210622817112	2.7913436644026834	2.8344349769081854	2.1042341582782673	0.9242262247392814	1.0	0.7523786997196954	1.9442118489549842	0.31706938246794814	0.4123282538046944	1.8701264159603779	0.7038853990922955	0.3223740695680624	0.19963215794086137	0.2484610950622267	0.22953267742884878	0.10115180608357106	5.199611208075207E-4	8.678366917530644E-4	3.942841438848595E-4	1.266820810523343	0.02149283834770365	-21821.407496850155	-1097.5424907706538	-399.33775092999156
500000	-23252.60619098374	-1460.6744770885332	-21791.931713895206	3.218572634864754	2016.304715036368	76.30765180864616	2.008432462238131	2.5823621101132677	1.9954853461987665	3.267242481121846	3.5689732700268304	3.499323946029028	4.417848801732993	4.563528793923937	6.49759719840738	5.977179211963127	6.059843593531096	5.970741209048386	6.747546019854609	6.149399005657152	4.9186795763033375	5.373875419181962	5.3479027872114875	4.859900657411787	3.5933546412252584	3.7532675863094247	4.26402179402877	3.578246261675145	4.376249493674191	4.242535708155315	3.7509228460232578	3.4946894467569245	3.43229123698778	3.5971286727976284	3.9747260990951356	3.136857242117099	3.761263436089949	3.9812610950123464	4.496012611326692	5.1774577573029195	4.369810936846718	4.346432072570735	4.410552503728764	4.5920078374100335	3.344996255903184	2.4711040000562936	2.685705285573286	1.9179358351255882	1.208163734919695	2.2868532149046126	0.7499490541124996	0.8729968386868443	0.7021224133365335	0.6630857450635776	1.0099647734033468	0.8592116716237672	1.1136026956337304	1.0	0.7416319541289377	2.1387164994788903	0.2038650039063528	0.2480458094283023	2.1147690340308296	0.5529716990266814	0.32355051310308175	0.1945317266595703	0.24861892104882657	0.23329883918852126	0.17026028710382266	5.339976976691868E-4	6.033417694109132E-4	4.146964375984415E-4	0.9607666898043008	-4.2741836419374227E-4	-21791.931713895206	-1097.5424907706538	-358.1191903890525
600000	-23220.550228180844	-1437.0227778222516	-21783.527450358593	2.6716314961306433	2016.851656175102	47.18933648022138	7.9778974413058465	1.7664732484546328	2.271702317068952	2.3665979308220315	2.692578369764858	2.5130938563478584	3.317870515576453	3.011575117108868	3.0520729869098275	3.411473120657937	3.574635264439828	3.1589195298344785	3.2281582733193295	4.181862916824176	4.73872346700605	4.308563118965528	3.3442521740995703	3.2585677006656804	3.4480388050527395	2.7171870163810046	2.5336693837559134	2.875857521453323	2.684365053840733	2.8394283406244436	1.9563661743498155	2.281486449884582	2.197474932288719	2.5859031130680186	2.516737025820027	2.0760258556466926	1.6802901664561491	2.485260722742601	2.790892997369557	3.0372443705262184	2.866527302306757	2.040917033686155	1.5999576078366677	0.5559538341805669	0.017784625735428716	0.20455423455743182	0.19014674552443572	0.25519859742074164	0.3728605451401469	0.2916141871884958	-0.02046241268488852	0.40460819694228767	0.1612590008414908	0.44403029965637963	-0.06218822684848507	0.17999022795927772	0.3133543520189483	1.0	0.49275698120187056	2.153820838217276	0.2287225649436915	0.3159105398273416	2.3168844343138977	0.4919046414959194	0.33566542006512706	0.18955914323231923	0.2475184580784247	0.22725697862412877	0.05685789920252284	6.960269648246752E-4	6.623142408120403E-4	6.080286916719323E-4	0.8600091175582056	-0.04466119698910349	-21783.527450358593	-1097.5424907706538	-332.94531047197245
700000	-23149.45722159491	-1379.9186020310717	-21769.538619563835	1.4611711011280772	2018.0621165701048	30.98804489467011	2.6768060812477774	2.5430783726281723	1.9733949985540629	1.6180961627027113	1.8702609402051327	2.402819072955797	3.4936063011123326	4.220843530603088	4.0078189304942775	4.489348243661389	5.093235685582642	4.194172693923271	4.510975504141034	4.65227314242184	3.880080445158981	2.8721560526131418	1.4791124879435695	1.2330828273767094	1.0601227755486706	1.7707748545815094	1.4387103298581208	1.2218288279162122	1.1208022802001325	-0.2638479289072332	0.3928795511138379	0.4853596797632763	1.581062221312639	1.9110193732009693	1.7467915883274623	1.2896534446086991	0.35819319894690016	0.2617298133967538	-0.15292261310463845	-0.44205746496117476	0.031217582881420153	0.001587910615704624	0.3116941157079841	0.3659932859294424	0.1446838497997902	0.18198176821951764	-0.20366641027753798	-0.48965933900725256	0.40541707361040813	-0.313110820290145	-1.1559096366466681	-0.7831543372871174	-1.1667536764934543	-1.5921031617695531	-2.2637988410164795	-1.2061754342913058	-1.4717027693419071	1.0	0.5856477931813228	2.301643449455926	0.2218115875067511	0.05158949489605144	2.3994007856779778	0.4399068892819699	0.3170704155115962	0.20002167762155637	0.25359412093317696	0.22931378593367002	0.09631300634060927	0.0011363760867782455	0.001465959792480348	0.0010550184726166962	0.9823728210015032	-0.04243892400502944	-21769.538619563835	-1097.5424907706538	-276.3983152891527
800000	-23130.81383313782	-1356.6477018322992	-21774.166131305523	1.2017882681670549	2018.3214994030657	22.552711527491006	5.268632091672969	2.3063335283589894	1.867238466088832	2.2802017475805454	1.9115672876921708	1.805394319729281	1.8003790210249941	1.9579864020289246	1.757652236182694	2.5430798797254113	2.758579490160644	2.6764981561024275	1.7935208822155615	2.510355369487185	2.1761863803315493	2.1731040058113553	2.803364870105175	1.9742480456454263	1.0545957617135824	0.7426550858769849	0.9254071064378748	0.5279474205483923	0.18696768452187196	-0.08835356649645246	-0.34562953782763156	0.3536812327067751	-0.13620994615860538	-0.40044793400260403	-1.295304541234942	-1.0175679639265258	-1.253317615063614	-1.4963567786263146	-1.3329808709220679	-2.0160781726895323	-1.5329321789961432	-0.36957280201358134	-0.1319841862602047	-0.3284838463564651	-0.6540849793719318	-0.5510492097117533	-0.8560236995962229	-0.924016356572365	-0.6960217023769383	-0.4044535980408227	0.26649591855273513	0.42123416567573635	0.7085642517987689	0.08876990292720666	0.7569452420807492	0.6271781824438676	0.4313973968545133	1.0	0.5249321243165561	2.3419738939160504	0.12794321756879976	0.022178611133049555	2.5873552272930596	0.395616925772486	0.3220557657879842	0.19761217595508498	0.24826064167969722	0.2320714165772327	0.03237642841678899	0.0016207341430571245	0.0013779947079910842	0.001490484152171846	0.878297803984576	0.055663073882924956	-21774.166131305523	-1097.5424907706538	-252.23876260928108
900000	-23066.98044047045	-1301.8071039847582	-21765.17333648569	0.8158748528598807	2018.7074128183729	12.678594960924015	2.0298293964190974	1.6164328546011717	1.9742976713332552	1.9220245498880795	1.9339059456236325	1.2421567019467827	1.8940815689278667	1.5566340598919641	1.2349295660503734	1.4837819850419116	0.9645704482162247	1.5017427419115246	1.9049652408266926	1.2642359689381202	0.39496177443056946	0.5711361729384039	-1.3054571767146024	-1.2442090894337916	-0.687637661223447	-0.7543782509773518	-1.3515757967180762	-1.9482540749029904	-1.4903641583779845	-1.3404372405898322	-1.5884682293141217	-1.9592055177877647	-2.6744038722562626	-1.2681631251656877	-1.5293692857749355	-1.1518866945063242	-1.5809687255719655	-1.4503726560985568	-1.5862013559424337	0.3972579128487248	-0.40234749919431145	-0.4231051234350697	-0.6874623343982275	0.09159310604918991	0.5448589402975685	0.03685725057995226	-0.9316233472418545	-1.828808256515863	-1.1030068221637763	-2.6194521947671032	-2.570078490085606	-3.611955235967865	-3.852000377916818	-4.9171481122861715	-6.415466135271577	-6.45574992712649	-6.726942782496009	1.0	0.45439681839141843	2.3646777309592255	0.22655083214267632	0.022966288455029543	2.585943990275372	0.34546433977628094	0.32767468110379905	0.20676864675492143	0.2397807175103526	0.22577595463092615	0.013045007107020258	0.002403952002946081	0.0030851752353791384	0.002442639135288944	1.0745996670393907	0.023227088899397848	-21765.17333648569	-1097.5424907706538	-197.90879577859695
