Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_farm_density_k10_R	Univariate_LR_coefficients_cumulated_max_capacity_k10_R	Univariate_LR_coefficients_farm_density_k10_C	Univariate_LR_coefficients_cumulated_max_capacity_k10_C	Univariate_LR_coefficients_farm_density_k100_R	Univariate_LR_coefficients_cumulated_max_capacity_k100_R	Univariate_LR_coefficients_farm_density_k100_C	Univariate_LR_coefficients_cumulated_max_capacity_k100_C	Univariate_LR_coefficients_farm_density_k1000_R	Univariate_LR_coefficients_cumulated_max_capacity_k1000_R	Univariate_LR_coefficients_farm_density_k1000_C	Univariate_LR_coefficients_cumulated_max_capacity_k1000_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_farm_density_k10_R	Univariate_LR_R2_cumulated_max_capacity_k10_R	Univariate_LR_R2_farm_density_k10_C	Univariate_LR_R2_cumulated_max_capacity_k10_C	Univariate_LR_R2_farm_density_k100_R	Univariate_LR_R2_cumulated_max_capacity_k100_R	Univariate_LR_R2_farm_density_k100_C	Univariate_LR_R2_cumulated_max_capacity_k100_C	Univariate_LR_R2_farm_density_k1000_R	Univariate_LR_R2_cumulated_max_capacity_k1000_R	Univariate_LR_R2_farm_density_k1000_C	Univariate_LR_R2_cumulated_max_capacity_k1000_C	Univariate_LR_delta_R2_farm_density_k10_R	Univariate_LR_delta_R2_cumulated_max_capacity_k10_R	Univariate_LR_delta_R2_farm_density_k10_C	Univariate_LR_delta_R2_cumulated_max_capacity_k10_C	Univariate_LR_delta_R2_farm_density_k100_R	Univariate_LR_delta_R2_cumulated_max_capacity_k100_R	Univariate_LR_delta_R2_farm_density_k100_C	Univariate_LR_delta_R2_cumulated_max_capacity_k100_C	Univariate_LR_delta_R2_farm_density_k1000_R	Univariate_LR_delta_R2_cumulated_max_capacity_k1000_R	Univariate_LR_delta_R2_farm_density_k1000_C	Univariate_LR_delta_R2_cumulated_max_capacity_k1000_C
0.052450450388618	0.0153504464917779	0.026859075693337	0.103055278207173	0.0617332797342793	0.00153899194278844	0.00143473745653057	0.31385989401116	0.0909319235663872	0.000135740045341673	5.92807666522764e-05	1.38708680487763	0.164785555034772	0.101903323047652	0.0571600762238352	0.05883551725734	0.0970044324963534	0.100237438632523	0.0244932262183631	0.0050432010481444	0.0639323881161752	0.0788116231821432	0.0166142570201581	0.000778661460804906	0.0356270867776969	0.0356909540037294	-0.0447432468238166	-0.0430678057903118	-0.00489889055129845	-0.00166588441512923	-0.0774100968292887	-0.0968601219995074	-0.0379709349314766	-0.0230916998655086	-0.0852890660274937	-0.101124661586847	-0.066276236269955	-0.0662123690439224
0.0319860756599195	0.0157700778969511	0.0272081003516114	0.0465904793996945	0.0352285160170902	0.00254530475046293	0.00626004391374119	0.107668710883578	0.0504389325539406	0.000268312976646225	0.000597386912879312	0.291573645552143	0.114183641778341	0.0332496446548853	0.0453691083528129	0.0385232784877031	0.0179732162328555	0.0282327124009106	0.0465094031113804	0.0277565163975878	0.00651033819040505	0.0191172135687203	0.045008346305497	0.0201027557045817	0.00141088867443356	0.0104799730479283	0.0121194636979276	0.00527363383281784	-0.0152764284220299	-0.00501693225397475	0.013259758456495	-0.00549312825729753	-0.0267393064644803	-0.014132431086165	0.0117587016506117	-0.0131468889503036	-0.0318387559804517	-0.022769671606957
0.0339029504916577	0.0150102883243023	0.0243712999765561	0.0501093243334115	0.0397943980906282	0.00228783875339386	0.00352929817905943	0.0873951278575416	0.0478631674513287	0.000242068272861281	0.000268964337675411	0.109872074123893	0.0505023654171406	0.0245165665414671	0.0306649750400658	0.0214574123812902	0.012948715724239	0.0238930629988267	0.0294666173874233	0.00758825233950787	0.00318165056614665	0.0115084003982806	0.0285802226984114	0.00367611393705749	0.000168585745488885	0.00142575966155475	0.0061484084985987	-0.00305915416017694	-0.0115678508172281	-0.000623503542640454	0.00495005084595616	-0.0169283142019593	-0.0213349159753205	-0.0130081661431865	0.00406365615694422	-0.0208404526044096	-0.0243479807959783	-0.0230908068799124
0.0533048627687128	0.0224309269904801	0.0249392824377899	0.08225541121305	0.0627812913066283	0.00350517776308993	0.00124487642636509	0.111138622823457	0.0848681686403672	0.000377444519704564	5.57640886494405e-05	-0.0424465490379321	0.0972556077634465	0.041415335252387	0.0458396417882427	0.0216302634431687	0.0233149988460723	0.0398162607408983	0.0437330269464978	0.00173312942845929	0.00386117605417516	0.0238250335409507	0.0430851665088336	0.000315172884417471	2.71365012980272e-05	0.00409483159640255	0.00442430653585579	-0.0197850718092182	-0.0181003364063147	-0.00159907451148867	0.00231769169411087	-0.0396822058239277	-0.0375541591982118	-0.0175903017114362	0.00166983125644664	-0.0411001623679695	-0.0413881987510889	-0.0373205036559844
0.0385164749075653	0.0146240020765818	0.0187067163610135	0.0743417754785173	0.0488367833602775	0.0021445381034033	0.000548489059129478	0.230503822048671	0.0775884166758214	0.000226043143234589	-3.63759792761998e-05	0.901896886100979	0.17402918045384	0.0556425456780183	0.0545194015426456	0.0271932835822859	0.0452273503192921	0.0605547296152501	0.0481110595449406	0.000547036531259227	0.0301885722403887	0.0476941534114723	0.0458015547630422	0.000206747879142316	0.014798137782774	0.0254459441181623	-0.00112314413537278	-0.0284492620957325	-0.0104151953587262	0.00491218393723173	-0.00753148613307775	-0.0550955091467591	-0.0254539734376296	-0.00794839226654607	-0.00984099091497608	-0.055435797798876	-0.0408444078952444	-0.030196601559856
0.0366445375615455	0.013784150287378	0.016079156596228	0.0725888932354347	0.0456135020383774	0.00194353206335412	0.000235360613967465	0.247856645185484	0.0755875216344592	0.000198478278988235	-4.13347011615133e-05	1.08906849829133	0.200204601709783	0.0505896024517695	0.0436493086010179	0.0218861394860146	0.0459755622752072	0.0535637572490438	0.0331674451244477	0.000139605508304511	0.0358998710093437	0.0455217366926432	0.0290699054930489	0.000388355050100251	0.0202487904334641	0.0310728712017343	-0.00694029385075159	-0.0287034629657549	-0.00461404017656222	0.00297415479727431	-0.0174221573273218	-0.050449996943465	-0.0146897314424257	-0.00506786575912631	-0.0215196969587206	-0.0502012474016692	-0.0303408120183053	-0.0195167312500351
0.0432135308660325	0.018669056037013	0.0282791240501356	0.0750688412829052	0.0515220751968356	0.00292682016116761	0.00269371105958882	0.199832420396822	0.0705977996752969	0.000312201049793903	0.000143567945128229	0.667986838050801	0.117267140684713	0.0393992105111248	0.039327429590485	0.0290251281404986	0.0300026115003582	0.0396843996066034	0.0340053998881418	0.00484209472552586	0.0151118920290832	0.0254384386107906	0.0320582888775887	0.00117538754890868	0.00494797865614916	0.00876060872143332	-7.17809206397663e-05	-0.0103740823706261	-0.00939659901076656	0.000285189095478589	-0.00539381062298301	-0.0345571157855989	-0.0242873184820416	-0.0139607719003341	-0.00734092163353608	-0.0382238229622161	-0.0344512318549756	-0.0306386017896914
0.0350310613190709	0.0120627313946304	0.0241329763823535	0.0660279029344327	0.0417563314536915	0.00154586093430013	0.0028170782000846	0.165228761732651	0.0672639382427337	0.000152790354022405	0.000189099494436511	0.465784051942277	0.162859665012828	0.0541111925393323	0.0389673136364374	0.0441192701569265	0.0463867775276117	0.0538047172683395	0.0248795096855286	0.0107533115368556	0.0208030018057	0.0450800064715303	0.0205954471973222	0.00408885698288547	0.00476512096187011	0.0287203199372602	-0.0151438789028949	-0.00999192238240572	-0.00772441501172053	-0.000306475270992784	-0.0292316828538037	-0.0433578810024767	-0.0333081907336322	-0.00903118606780198	-0.0335157453420101	-0.0500223355564468	-0.0493460715774621	-0.0253908726020721
0.0430470694017389	0.0202050886368431	0.0363273292244843	0.0709218527795152	0.0443884118438289	0.00322529398195712	0.00612428077561451	0.193415875967681	0.0660762365600257	0.000342385146657146	0.00060272116589599	0.625398498121564	0.136901061605373	0.0638353173891682	0.0861889533924453	0.101048833301002	0.0416475655349279	0.0477410464607569	0.0877490667367325	0.0855678362850555	0.0223290582585767	0.0357013226850017	0.0848110704245806	0.0747378506457231	0.00689525650190667	0.0178726273972194	0.0223536360032771	0.0372135159118341	-0.0221877518542404	-0.0160942709284113	0.0239137493475642	0.0217325188958873	-0.0415062591305916	-0.0281339947041666	0.0209757530354123	0.0109025332565549	-0.0569400608872616	-0.0459626899919489
0.0521256827289098	0.0215568602789378	0.0373030582935294	0.0856202232964514	0.0608756245254442	0.00322226218057408	0.00537462903249164	0.237694498631978	0.0909410022564047	0.000339676121017803	0.00042167115829269	1.00837066362955	0.20804960489901	0.044793906453946	0.0527156773037093	0.0400557435207686	0.0287020570423323	0.0418476892901692	0.0501314001327652	0.0144604319355551	0.015856982197153	0.0295055488838054	0.0480839593339688	0.00742180510139422	0.00828100708904244	0.0159204604872303	0.0079217708497633	-0.00473816293317744	-0.0160918494116137	-0.00294621716377687	0.00533749367881912	-0.030333474518391	-0.028936924256793	-0.0152883575701407	0.00329005288002279	-0.0373721013525518	-0.0365128993649036	-0.0288734459667158
