1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18a;18b;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73a;73b;74;75;76;77;78;79;80;81;82
1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;NA;NA;2;0;0;1;1;0;NA;1;0;0;0;0;NA;0;0;1;1;NA;0;0;NA;0;0;0;1;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;1;NA;1;NA;NA;NA;0;NA;1;0;NA;0;0;NA;0;0;0;1;0;NA;NA;0;NA;NA;NA;1;0;1;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
4;NA;NA;0;1;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;NA;0;0;NA;0;0;0;0;NA;NA;0;NA;1;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;1;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;0;1;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
5;NA;NA;0;0;18;0;0;8;NA;0;0;0;8;8;NA;0;0;0;0;NA;0;0;NA;0;0;8;0;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;13;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
6;NA;NA;1;0;0;10;1;0;NA;7;0;0;0;0;NA;0;0;4;0;NA;0;0;NA;3;0;0;4;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;4;NA;NA;NA;0;NA;7;0;NA;0;0;NA;0;6;0;6;0;NA;NA;0;NA;NA;NA;0;6;7;NA;NA;0;0;NA;NA;NA;6;0;0;NA;0;0;NA;NA;0
7;NA;NA;2;0;0;2;2;0;NA;2;0;0;0;0;NA;0;0;2;0;NA;0;0;NA;0;0;0;2;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;2;NA;NA;NA;0;NA;2;0;NA;0;0;NA;0;0;0;2;0;NA;NA;0;NA;NA;NA;0;0;2;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
8;NA;NA;0;0;9;0;0;12;NA;0;0;0;12;9;NA;0;0;0;0;NA;0;0;NA;0;0;9;0;NA;NA;0;NA;0;NA;3;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;9;0;NA;NA;NA;0;0;0;NA;3;0;NA;NA;0
9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;NA;NA;2;0;0;8;2;0;NA;8;0;0;0;0;NA;0;0;4;0;NA;0;0;NA;0;0;0;4;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;4;NA;NA;NA;0;NA;8;0;NA;0;0;NA;0;6;0;7;0;NA;NA;0;NA;NA;NA;0;6;8;NA;NA;0;0;NA;NA;NA;6;0;0;NA;0;0;NA;NA;0
11;NA;NA;0;0;0;0;0;0;NA;0;6;0;5;0;NA;0;0;0;0;NA;0;0;NA;0;0;0;0;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;0;0;0;NA;6;0;NA;NA;0
12;NA;NA;0;0;0;0;0;0;NA;0;0;4;0;0;NA;0;0;0;0;NA;0;0;NA;0;1;0;0;NA;NA;0;NA;0;NA;0;NA;1;0;1;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;1;NA;NA;0;NA;NA;NA;0;1;0;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
13;NA;NA;0;0;5;0;0;12;NA;0;2;0;18;5;NA;0;0;0;0;NA;0;0;NA;0;0;5;2;NA;NA;0;NA;0;NA;7;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;5;0;NA;NA;NA;0;0;0;NA;11;0;NA;NA;0
14;NA;NA;0;0;6;0;0;6;NA;0;0;0;6;6;NA;0;0;0;0;NA;0;0;NA;0;0;6;0;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;6;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16;NA;NA;0;0;0;0;0;0;NA;0;0;0;0;0;NA;8;8;0;0;NA;0;0;NA;0;0;0;0;NA;NA;8;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
17;NA;NA;0;0;0;0;0;0;NA;0;0;0;0;0;NA;8;8;0;0;NA;0;0;NA;0;0;0;0;NA;NA;8;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
18a;NA;NA;3;0;0;6;3;0;NA;6;0;0;0;0;NA;0;0;6;0;NA;0;0;NA;0;0;0;6;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;0;NA;6;NA;NA;NA;0;NA;6;0;NA;0;0;NA;0;3;0;6;0;NA;NA;0;NA;NA;NA;0;3;6;NA;NA;0;0;NA;NA;NA;3;0;0;NA;0;0;NA;NA;0
18b;NA;NA;4;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;12;NA;0;0;NA;0;0;0;0;NA;NA;0;NA;0;NA;0;NA;0;0;0;0;NA;8;NA;0;NA;NA;NA;0;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;0;NA;NA;NA;12;0;0;NA;NA;0;0;NA;NA;NA;0;0;0;NA;0;0;NA;NA;0
