farm_density,cumulated_max_capacity
4,180900
4,167499
4,167499
4,167499
12,207500
4,167499
4,167499
4,167499
0,0
12,207500
4,180900
4,167499
1,4999
0,0
1,4999
4,167499
1,40000
1,4999
1,4999
1,17000
1,4999
5,57848
0,0
7,545000
5,117500
1,17000
0,0
4,167499
1,40000
4,85500
1,17000
4,167499
6,189473
1,17000
1,4999
5,117500
0,0
4,167499
1,15000
1,40000
5,117500
1,4999
4,167499
6,194874
6,189473
5,178820
1,17000
0,0
5,59000
1,40000
4,180900
7,545000
6,189473
7,545000
0,0
0,0
5,59000
7,545000
5,57848
0,0
4,85500
7,545000
1,19500
7,545000
5,117500
7,545000
0,0
7,545000
0,0
4,167499
5,59000
7,545000
0,0
0,0
7,545000
0,0
0,0
7,545000
1,4999
0,0
7,545000
0,0
0,0
1,38800
4,85500
0,0
1,17000
0,0
7,545000
1,6500
1,135168
0,0
0,0
0,0
1,6500
6,189473
0,0
0,0
5,71500
0,0
5,178820
0,0
7,545000
1,6500
7,545000
0,0
0,0
5,117500
0,0
0,0
0,0
1,0
1,6500
4,180900
1,40000
3,11721
6,189473
1,4999
1,40000
1,48500
0,0
7,545000
5,178820
6,189473
6,189473
0,0
3,11721
7,545000
1,17000
0,0
3,84900
4,180900
4,85500
5,117500
7,545000
7,545000
3,84900
3,84900
4,180900
5,59000
0,0
0,0
1,19900
5,59000
6,189473
5,59000
0,0
6,189473
0,0
1,31250
6,189473
5,85500
4,85500
4,85500
5,59000
1,4999
5,178820
5,59000
1,19500
0,0
5,117500
0,0
0,0
2,24000
6,189473
0,0
0,0
1,108500
5,85500
0,0
0,0
0,0
0,0
0,0
1,15000
5,59000
1,19900
0,0
0,0
1,17000
0,0
0,0
8,211000
5,59000
0,0
1,40000
0,0
0,0
0,0
3,144490
6,189473
1,108500
3,144490
1,19500
3,144490
8,69999
5,178820
0,0
1,30000
0,0
