farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
4,180900
4,180900
2,234
2,234
0,0
5,117500
2,234
0,0
0,0
5,117500
1,108500
5,178820
0,0
5,59000
0,0
0,0
0,0
0,0
0,0
2,234
0,0
0,0
0,0
0,0
5,59000
1,10000
2,234
0,0
0,0
0,0
1,108500
1,10000
0,0
5,59000
2,234
0,0
0,0
0,0
0,0
0,0
2,234
0,0
1,135168
1,108500
0,0
0,0
5,178820
0,0
2,55450
0,0
0,0
1,108500
0,0
0,0
0,0
0,0
5,59000
0,0
1,108500
0,0
0,0
0,0
0,0
0,0
0,0
4,180900
8,329538
0,0
5,178820
4,180900
1,108500
0,0
0,0
0,0
2,234
0,0
0,0
1,92000
0,0
0,0
1,108500
0,0
1,135168
0,0
0,0
1,22500
0,0
2,84000
0,0
0,0
0,0
0,0
3,64000
1,108500
0,0
0,0
0,0
1,200
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,55450
0,0
1,135168
0,0
0,0
0,0
1,108500
11,4566800
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,180900
0,0
8,329538
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,180900
6,45390
1,17000
2,62
0,0
2,234
0,0
2,13400
0,0
0,0
0,0
0,0
0,0
0,0
8,329538
6,45390
6,194874
0,0
2,55450
2,55450
0,0
0,0
1,0
0,0
0,0
0,0
1,108500
0,0
1,108500
3,27000
1,2500
1,35900
0,0
0,0
0,0
0,0
1,108500
1,108500
0,0
0,0
1,42500
5,83164
0,0
2,5500
1,108500
1,108500
3,242
0,0
0,0
0,0
0,0
0,0
6,126500
0,0
0,0
1,39880
0,0
0,0
0,0
6,126500
