farm_density,cumulated_max_capacity
4,180900
5,117500
0,0
0,0
2,55450
4,180900
0,0
0,0
0,0
2,55450
0,0
2,55450
0,0
1,17000
4,180900
0,0
4,180900
4,180900
0,0
0,0
5,71500
5,71500
0,0
0,0
0,0
3,771000
0,0
0,0
0,0
2,55450
2,55450
1,17000
3,771000
0,0
0,0
5,178820
1,17000
0,0
0,0
0,0
0,0
0,0
0,0
1,17000
8,37248
0,0
4,180900
1,17000
5,20050
0,0
0,0
8,37248
1,17000
1,17000
0,0
0,0
2,17000
0,0
0,0
0,0
0,0
4,180900
0,0
0,0
0,0
4,180900
0,0
2,17000
0,0
2,17000
2,9600
7,545000
0,0
5,117500
0,0
0,0
0,0
8,37248
0,0
0,0
0,0
0,0
0,0
0,0
1,500
0,0
2,68000
1,9000
2,2000
1,17000
2,2000
2,68000
2,510000
0,0
3,771000
0,0
0,0
7,545000
0,0
7,343999
0,0
0,0
3,214000
1,17000
0,0
0,0
0,0
0,0
4,15200
8,37248
8,37248
0,0
5,71500
4,180900
2,68000
5,71500
0,0
1,9000
7,545000
0,0
0,0
0,0
3,18300
0,0
3,40999
0,0
0,0
0,0
0,0
0,0
8,822370
0,0
0,0
0,0
0,0
0,0
1,20000
8,822370
0,0
11,444721
0,0
0,0
0,0
0,0
2,148003
2,5500
0,0
0,0
8,37248
0,0
0,0
2,39999
2,17000
2,17000
2,17000
0,0
2,17000
0,0
0,0
0,0
5,42999
0,0
0,0
3,40999
3,50000
0,0
0,0
0,0
0,0
2,39999
3,18300
0,0
5,42999
0,0
0,0
0,0
0,0
8,37248
8,37248
1,17000
1,0
2,9600
3,18300
0,0
0,0
5,83164
5,42999
0,0
0,0
0,0
0,0
0,0
0,0
3,18300
0,0
0,0
0,0
0,0
0,0
0,0
