farm_density,cumulated_max_capacity
4,180900
12,207500
12,207500
4,180900
1,135168
12,207500
1,135168
1,135168
1,135168
5,85500
5,85500
0,0
12,207500
2,22280
2,22280
5,47000
0,0
1,9500
10,90600
4,59499
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
0,0
7,545000
2,22280
11,444721
1,4999
0,0
2,22280
0,0
8,410200
7,545000
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
12,207500
12,207500
12,207500
12,207500
12,207500
12,207500
12,207500
4,57691
12,207500
12,207500
0,0
2,68000
2,13400
0,0
2,750000
2,13400
2,13400
0,0
6,38500
0,0
0,0
2,68000
12,207500
11,4566800
11,4566800
6,45390
6,194874
6,45390
6,45390
6,45390
8,211000
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
2,113290
6,194874
6,194874
6,194874
6,104000
6,104000
6,45390
11,4566800
11,4566800
1,108500
11,4566800
3,27000
9,165800
11,4566800
9,165800
9,165800
9,165800
6,38500
4,36999
11,4566800
11,4566800
11,4566800
3,32000
2,13400
9,165800
2,13400
2,13400
5,253200
12,207500
2,17999
12,207500
0,0
1,12000
6,126500
0,0
6,126500
4,36999
5,118125
5,118125
2,113900
5,118125
4,97000
9,158500
5,118125
19,354444
3,59500
19,354444
5,118125
0,0
19,354444
5,118125
5,118125
5,118125
5,119466
5,118125
5,142500
0,0
0,0
5,47000
0,0
2,17999
6,3620600
6,3620600
1,4999
5,57848
5,57848
8,329538
3,145124
5,253200
5,253200
6,189473
5,253200
6,189473
6,189473
6,189473
6,189473
11,444721
11,444721
6,239240
2,20000
1,22200
6,189473
4,106000
5,253200
5,253200
11,444721
13,328744
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
1,22730
6,189473
3,145124
6,239240
0,0
3,145124
5,59000
9,179370
3,40999
5,117500
2,113900
3,40999
0,0
4,97000
3,13100
2,29000
2,29000
4,96504
5,117500
5,117500
