farm_density,cumulated_max_capacity
4,180900
5,117500
4,180900
5,117500
5,117500
12,207500
4,180900
5,117500
5,117500
2,22280
5,57848
2,55450
1,4999
8,329538
5,118125
5,178820
5,118125
10,90600
5,85500
5,178820
5,85500
1,135168
0,0
1,135168
1,135168
1,135168
5,57848
7,104000
7,104000
6,189473
6,189473
2,20000
6,189473
6,189473
11,444721
6,189473
11,444721
4,106000
2,20000
1,22200
5,253200
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
11,444721
6,104000
13,328744
1,22730
1,8500
6,239240
3,145124
3,145124
0,0
0,0
5,57848
5,57848
5,57848
2,17999
6,126500
6,126500
4,36999
2,17999
6,3620600
6,3620600
6,3620600
19,354444
0,0
5,118125
19,354444
3,59500
19,354444
4,97000
19,354444
5,118125
5,118125
5,119466
5,118125
19,354444
5,118125
5,47000
5,142500
0,0
5,47000
2,22280
6,58100
2,22280
4,59499
2,22280
2,22280
0,0
0,0
1,19900
0,0
8,410200
7,545000
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
9,158500
0,0
1,4999
6,58100
0,0
2,29000
3,13100
6,58100
6,58100
4,114980
3,15400
4,114980
0,0
5,117500
2,13400
4,96504
0,0
2,13400
4,97000
0,0
4,97000
5,117500
9,179370
5,117500
5,117500
6,104000
12,207500
9,165800
6,104000
3,144490
9,165800
2,13400
9,165800
2,13400
2,13400
11,4566800
9,165800
9,165800
1,108500
11,4566800
6,38500
11,4566800
11,4566800
9,165800
9,165800
11,4566800
3,27000
3,32000
11,4566800
4,36999
9,165800
2,13400
2,68000
2,68000
0,0
6,38500
0,0
2,68000
0,0
0,0
2,13400
13,328744
6,104000
6,104000
6,45390
6,194874
6,104000
6,194874
8,329538
1,20000
6,194874
2,113290
6,194874
6,194874
6,194874
6,45390
8,211000
6,194874
6,104000
12,207500
12,207500
4,57691
12,207500
