farm_density,cumulated_max_capacity
4,180900
5,117500
5,117500
4,180900
5,117500
5,117500
9,165800
0,0
6,189473
9,165800
7,104000
6,189473
7,104000
11,444721
5,253200
0,0
6,239240
4,106000
3,145124
0,0
6,189473
5,253200
1,22730
6,189473
5,253200
13,328744
11,444721
11,444721
1,4999
11,444721
11,444721
1,4999
11,444721
11,444721
6,104000
13,328744
5,253200
6,189473
2,20000
5,253200
6,189473
11,444721
11,444721
11,444721
2,20000
1,22200
6,189473
4,106000
0,0
9,165800
6,45390
9,165800
9,165800
2,13400
4,57691
9,165800
9,165800
2,13400
9,165800
1,108500
9,165800
9,165800
0,0
9,165800
1,108500
6,38500
3,27000
4,36999
9,165800
11,4566800
11,4566800
3,32000
2,13400
2,13400
2,13400
2,13400
9,165800
2,13400
5,126300
0,0
2,68000
0,0
2,13400
9,165800
5,59000
6,45390
12,207500
12,207500
6,45390
6,45390
6,104000
2,113290
8,211000
8,329538
8,329538
6,45390
6,194874
2,113290
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
6,104000
6,38500
0,0
0,0
0,0
2,17999
1,18500
2,17999
2,17999
5,57848
2,17999
5,57848
6,3620600
6,3620600
6,3620600
19,354444
6,126500
6,126500
4,36999
19,354444
5,118125
3,59500
19,354444
19,354444
19,354444
5,118125
4,97000
4,85000
5,118125
5,118125
5,118125
5,118125
19,354444
5,118125
5,119466
5,142500
5,47000
5,47000
0,0
8,329538
1,3500
10,90600
1,4999
0,0
5,85500
5,85500
1,135168
1,135168
1,135168
0,0
1,135168
0,0
0,0
3,13100
1,9500
1,9500
6,58100
3,15400
4,114980
4,114980
0,0
4,59499
0,0
1,4999
2,22280
0,0
1,4999
0,0
2,22280
7,545000
2,22280
2,22280
9,158500
2,22280
8,410200
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
5,117500
2,113900
5,117500
5,117500
5,117500
9,179370
2,113900
4,97000
2,29000
4,96504
0,0
4,97000
