farm_density,cumulated_max_capacity
4,180900
5,59000
1,4999
5,178820
0,0
5,178820
0,0
1,48500
0,0
0,0
2,39999
2,39999
2,39999
2,39999
2,39999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,20000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,52000
5,140500
0,0
5,140500
1,38800
0,0
0,0
1,30000
0,0
1,38800
1,38800
1,9000
0,0
0,0
0,0
1,30000
0,0
1,38800
0,0
0,0
2,52000
2,39999
2,45000
2,5500
0,0
5,178820
0,0
5,178820
0,0
1,38800
1,38800
0,0
2,60000
0,0
2,39999
0,0
5,178820
1,20000
0,0
0,0
0,0
2,45000
1,9000
2,5500
1,17000
0,0
2,39999
5,140500
0,0
0,0
1,30000
1,38800
0,0
1,38800
0,0
0,0
0,0
0,0
1,178000
0,0
2,50
0,0
0,0
4,180900
0,0
0,0
0,0
4,180900
0,0
0,0
0,0
1,38800
1,80000
0,0
0,0
1,17000
1,17000
1,38800
0,0
4,167499
0,0
1,38800
0,0
0,0
0,0
0,0
2,64000
1,38800
0,0
0,0
0,0
0,0
5,178820
3,104000
0,0
1,38800
0,0
0,0
0,0
0,0
0,0
1,38800
0,0
0,0
5,178820
0,0
2,39999
0,0
0,0
1,9500
3,771000
2,5500
2,39999
0,0
1,17000
0,0
3,104000
0,0
5,178820
0,0
3,104000
0,0
4,180900
5,178820
4,180900
0,0
0,0
0,0
5,140500
1,4999
2,5500
0,0
0,0
0,0
0,0
3,104000
0,0
0,0
1,178000
5,195000
0,0
1,9500
0,0
0,0
0,0
1,20000
0,0
0,0
0,0
11,322000
0,0
0,0
0,0
1,9000
0,0
2,39999
0,0
0,0
1,29999
0,0
0,0
0,0
0,0
0,0
1,3500
5,140500
0,0
0,0
0,0
