farm_density,cumulated_max_capacity
4,180900
5,117500
12,207500
5,117500
4,180900
4,167499
5,117500
1,12000
5,117500
4,180900
1,4999
4,167499
1,4999
11,444721
0,0
1,4999
1,4999
0,0
2,22280
0,0
2,22280
4,59499
0,0
2,22280
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
7,545000
8,410200
6,189473
11,444721
6,189473
5,253200
6,189473
6,189473
3,145124
6,189473
3,145124
6,239240
0,0
3,145124
5,253200
6,189473
11,444721
0,0
6,189473
11,444721
1,4999
5,59600
2,20000
1,22200
11,444721
4,106000
2,29000
1,22730
2,29000
3,13100
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
13,328744
6,104000
4,167499
5,117500
5,117500
9,179370
9,179370
4,97000
4,97000
4,96504
0,0
4,97000
3,15400
5,85500
1,9500
6,58100
4,114980
3,15400
0,0
4,114980
5,85500
1,135168
1,135168
0,0
1,135168
1,135168
1,12000
12,207500
12,207500
2,17999
6,126500
5,118125
5,118125
5,118125
5,118125
5,118125
0,0
5,118125
3,59500
0,0
4,97000
19,354444
5,119466
5,118125
5,118125
5,118125
5,118125
19,354444
5,142500
5,47000
0,0
5,47000
4,36999
6,126500
0,0
2,17999
6,3620600
6,3620600
8,329538
1,4999
12,207500
4,167499
4,167499
6,194874
4,167499
2,13400
2,13400
2,13400
2,13400
0,0
9,165800
2,13400
2,13400
10,90600
12,207500
2,68000
2,68000
0,0
0,0
6,194874
8,329538
6,45390
8,329538
6,194874
8,329538
6,45390
8,211000
8,329538
6,194874
1,20000
6,194874
6,194874
6,194874
6,104000
2,113290
6,194874
6,104000
6,45390
1,108500
0,0
3,27000
1,108500
3,27000
9,165800
11,4566800
9,165800
11,4566800
3,32000
3,27000
3,27000
6,38500
9,165800
0,0
2,13400
2,13400
2,13400
0,0
6,38500
4,36999
0,0
1,12000
12,207500
5,57848
4,57691
