farm_density,cumulated_max_capacity
4,180900
5,117500
5,85500
5,117500
5,117500
2,750000
2,13400
2,750000
2,17999
2,13400
0,0
8,329538
2,13400
1,4999
2,17999
2,17999
1,18500
6,126500
10,90600
1,18500
2,17999
6,3620600
6,3620600
6,3620600
6,126500
6,126500
4,36999
5,118125
2,2000
0,0
0,0
5,142500
0,0
5,47000
19,354444
0,0
3,59500
0,0
4,97000
19,354444
5,118125
19,354444
5,118125
5,118125
5,119466
5,118125
5,117500
8,410200
8,410200
4,59499
8,410200
1,4999
1,4999
0,0
9,179370
2,22280
9,179370
9,158500
7,545000
8,410200
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
0,0
2,22280
4,59499
6,58100
1,9500
6,58100
3,15400
4,114980
4,114980
0,0
5,117500
5,117500
12,207500
5,117500
5,117500
5,117500
8,410200
5,117500
3,13100
8,410200
4,97000
9,179370
4,97000
10,609500
4,97000
0,0
2,29000
4,96504
12,207500
1,12000
12,207500
12,207500
6,104000
9,165800
6,45390
6,104000
6,45390
6,104000
8,211000
6,194874
6,194874
6,194874
6,194874
2,113290
4,180900
6,194874
6,194874
6,194874
6,194874
6,104000
6,194874
1,20000
9,165800
9,165800
4,36999
0,0
1,108500
9,165800
9,165800
9,165800
9,165800
11,4566800
11,4566800
3,32000
3,27000
9,165800
6,38500
9,165800
2,750000
9,165800
2,13400
5,57848
2,13400
2,13400
13,328744
0,0
0,0
6,38500
4,57691
0,0
1,12000
12,207500
0,0
12,207500
2,68000
0,0
6,189473
4,180900
1,4999
6,189473
5,253200
6,189473
6,189473
6,189473
6,189473
2,20000
11,444721
5,253200
6,189473
6,189473
4,106000
6,189473
1,22200
2,20000
11,444721
3,145124
3,145124
1,22730
6,239240
0,0
3,145124
0,0
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
13,328744
1,135168
5,85500
1,135168
1,135168
1,135168
0,0
