farm_density,cumulated_max_capacity
4,180900
5,117500
5,117500
5,117500
2,55450
5,117500
0,0
0,0
1,27613
0,0
1,27613
5,117500
5,117500
1,27613
0,0
0,0
0,0
5,117500
0,0
1,17000
0,0
3,18300
0,0
0,0
2,20000
0,0
0,0
5,117500
1,0
5,117500
4,167499
0,0
2,36500
0,0
0,0
6,189473
2,20000
12,207500
6,239240
12,207500
1,14999
0,0
5,117500
6,189473
0,0
1,8040
1,30000
1,14999
0,0
12,207500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12,207500
12,207500
6,239240
1,30000
0,0
0,0
0,0
1,8040
1,92000
0,0
1,30000
1,27613
0,0
1,10000
7,104000
0,0
1,30000
1,30000
1,27613
1,30000
1,30000
2,20000
0,0
2,750000
0,0
0,0
0,0
1,10000
1,17000
0,0
1,17000
1,14999
0,0
0,0
1,8040
5,59000
3,27000
7,104000
2,750000
2,17000
1,17000
0,0
5,67000
0,0
1,22500
1,17000
0,0
1,8040
0,0
2,13400
0,0
1,30000
1,14999
4,167499
0,0
0,0
7,104000
2,20000
2,17000
1,30000
12,207500
1,17000
1,8040
0,0
1,17000
0,0
1,8040
1,30000
1,30000
2,20000
2,9000
0,0
1,12000
3,18300
0,0
1,30000
0,0
12,207500
1,8040
1,9600
0,0
0,0
0,0
0,0
5,59000
1,0
0,0
5,59000
0,0
0,0
3,18300
1,37000
5,178820
0,0
0,0
3,18300
0,0
0,0
5,59000
6,126500
1,92000
5,59000
12,207500
0,0
1,0
0,0
1,12000
0,0
0,0
1,17000
0,0
7,104000
2,17000
0,0
0,0
0,0
1,9000
1,92000
5,161200
0,0
0,0
2,17000
0,0
1,19500
6,126500
0,0
4,180900
2,17000
0,0
0,0
0,0
1,0
3,18300
0,0
0,0
3,18300
0,0
9,179370
2,113290
1,12000
11,444721
0,0
0,0
