farm_density,cumulated_max_capacity
5,59000
4,180900
4,180900
0,0
5,117500
0,0
0,0
5,117500
1,4999
4,4950
0,0
5,117500
0,0
0,0
0,0
0,0
1,20000
1,4999
1,20000
5,117500
0,0
0,0
5,117500
0,0
5,117500
0,0
0,0
5,117500
0,0
5,117500
0,0
0,0
1,84500
4,85500
0,0
4,167499
0,0
0,0
4,167499
0,0
0,0
0,0
0,0
4,85500
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,45390
4,85000
0,0
4,85000
1,4999
1,20000
1,84500
0,0
0,0
4,85000
0,0
0,0
0,0
0,0
0,0
0,0
1,17000
4,85000
0,0
0,0
0,0
0,0
6,189473
7,104000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,85000
0,0
6,189473
8,37248
1,0
0,0
1,0
0,0
0,0
5,83164
1,17000
4,85000
0,0
0,0
5,71500
0,0
4,85000
0,0
1,2500
1,18000
0,0
0,0
2,510000
0,0
1,17000
0,0
0,0
3,105700
4,85000
1,18000
1,20000
4,85000
1,20000
0,0
1,40000
0,0
0,0
0,0
1,18000
1,9500
5,57848
1,0
1,0
5,83164
0,0
4,85000
1,17000
0,0
1,20000
5,57848
0,0
4,57691
1,20000
1,0
1,20000
5,85500
1,0
0,0
0,0
0,0
1,0
0,0
1,0
0,0
0,0
5,57848
5,57848
0,0
0,0
2,113290
1,20000
0,0
0,0
1,0
0,0
3,18300
0,0
0,0
1,178000
2,67939
5,99950
0,0
3,50000
0,0
0,0
2,700
12,207500
0,0
2,17999
3,771000
0,0
0,0
0,0
0,0
4,85000
4,57691
0,0
0,0
5,83164
5,83164
0,0
0,0
0,0
1,0
5,57848
0,0
2,700
12,207500
11,4566800
0,0
0,0
0,0
1,500
