farm_density,cumulated_max_capacity
4,180900
5,59000
4,180900
5,57848
0,0
5,57848
12,207500
5,57848
5,85500
5,57848
5,85500
1,135168
1,135168
1,135168
1,135168
0,0
2,17999
12,207500
2,700
2,17999
5,57848
2,17999
6,3620600
2,17999
6,3620600
6,3620600
19,354444
2,700
3,59500
3,59500
19,354444
3,59500
19,354444
4,97000
1,15000
4,97000
5,142500
0,0
0,0
5,47000
5,119466
5,118125
5,118125
5,118125
5,118125
19,354444
6,126500
6,126500
10,90600
4,36999
8,329538
1,4999
0,0
0,0
0,0
2,22280
0,0
2,22280
2,29000
0,0
4,59499
3,13100
0,0
2,22280
2,22280
2,22280
2,22280
6,189473
5,118125
2,22280
11,444721
0,0
1,4999
6,189473
9,158500
2,22280
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
9,158500
8,410200
7,545000
9,179370
0,0
4,115000
5,59000
5,117500
5,117500
4,96504
0,0
0,0
4,97000
0,0
0,0
2,750000
0,0
2,13400
3,15400
6,58100
3,15400
4,114980
3,15400
0,0
4,114980
11,444721
2,13400
11,444721
5,253200
6,189473
11,444721
11,444721
4,15200
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,4999
13,328744
6,104000
13,328744
11,444721
11,444721
6,189473
1,22730
6,239240
0,0
0,0
3,145124
11,444721
6,189473
11,444721
4,106000
2,20000
6,189473
2,20000
1,22200
6,38500
0,0
6,38500
0,0
2,750000
0,0
6,45390
9,165800
9,165800
2,13400
2,13400
2,13400
11,4566800
1,108500
11,4566800
0,0
4,36999
9,165800
11,4566800
11,4566800
11,4566800
11,4566800
3,32000
11,4566800
6,38500
3,27000
6,45390
6,45390
6,45390
8,211000
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
6,104000
6,194874
6,194874
2,113290
6,45390
6,104000
2,750000
2,68000
2,750000
9,165800
4,57691
0,0
0,0
12,207500
0,0
2,68000
