farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
4,180900
5,178820
5,178820
0,0
0,0
0,0
5,117500
0,0
5,178820
5,178820
5,178820
4,180900
4,180900
5,140500
5,178820
0,0
0,0
0,0
5,178820
1,8500
5,83164
5,178820
4,180900
0,0
1,8500
6,239240
0,0
0,0
2,25000
0,0
2,25000
5,83164
0,0
1,8500
5,83164
5,178820
9,179370
5,178820
0,0
2,1290
2,1290
1,8500
1,8500
2,1290
0,0
0,0
0,0
1,8500
1,8500
0,0
3,18300
5,178820
4,180900
0,0
1,8500
0,0
0,0
8,822370
0,0
0,0
0,0
5,83164
0,0
2,87500
0,0
5,117500
2,25000
6,239240
2,49150
1,8500
0,0
0,0
0,0
5,83164
1,20000
0,0
10,90600
2,25000
6,239240
1,17000
1,8500
1,8500
5,83164
1,2800
0,0
0,0
1,20000
0,0
1,17000
0,0
1,17000
2,55450
0,0
0,0
0,0
1,37000
5,83164
5,253200
5,140500
6,239240
0,0
5,253200
5,178820
0,0
1,4000
5,83164
3,18300
0,0
5,83164
2,87500
0,0
0,0
0,0
5,83164
5,142500
1,8500
0,0
1,4000
4,180900
0,0
5,178820
5,83164
0,0
0,0
0,0
7,545000
0,0
0,0
1,8500
6,239240
2,5500
0,0
0,0
1,20000
0,0
0,0
0,0
0,0
5,83164
3,18300
5,117500
0,0
0,0
3,18300
1,84500
0,0
0,0
0,0
5,178820
0,0
5,117500
5,178820
4,180900
0,0
5,118125
5,178820
0,0
5,178820
0,0
0,0
0,0
0,0
11,4566800
0,0
0,0
1,20000
3,50000
0,0
1,42500
0,0
0,0
1,0
5,118125
0,0
0,0
0,0
1,19500
0,0
0,0
0,0
0,0
0,0
5,83164
0,0
0,0
0,0
0,0
0,0
1,4000
0,0
0,0
0,0
0,0
5,178820
0,0
0,0
5,59600
