farm_density,cumulated_max_capacity
4,180900
5,178820
5,178820
0,0
0,0
5,178820
1,20000
0,0
0,0
1,20000
1,20000
5,178820
0,0
0,0
5,59000
4,4950
0,0
5,59000
0,0
0,0
5,178820
1,19900
5,178820
0,0
0,0
0,0
5,178820
1,178000
11,444721
0,0
5,178820
0,0
5,178820
0,0
7,104000
7,104000
0,0
0,0
1,178000
1,20000
7,104000
4,4950
0,0
7,104000
0,0
1,4999
7,104000
7,104000
0,0
0,0
0,0
0,0
0,0
0,0
7,104000
0,0
5,42999
0,0
0,0
0,0
8,141500
0,0
0,0
7,104000
0,0
0,0
5,178820
9,165800
0,0
8,141500
4,4950
7,104000
0,0
0,0
7,104000
7,104000
2,62
0,0
9,165800
5,42999
1,9000
0,0
9,165800
7,104000
7,104000
0,0
1,4999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,9000
0,0
0,0
9,165800
0,0
0,0
0,0
0,0
0,0
8,141500
7,104000
0,0
1,20000
0,0
2,62
9,165800
0,0
0,0
0,0
0,0
0,0
0,0
1,9000
0,0
9,165800
0,0
0,0
1,4999
1,4999
2,25000
1,4999
4,4950
0,0
0,0
1,19900
0,0
0,0
4,4950
0,0
1,19900
9,165800
0,0
0,0
1,4999
0,0
1,4999
1,37000
5,42999
4,4950
0,0
0,0
0,0
2,62
2,40000
2,30000
1,6000
0,0
0,0
5,42999
1,4999
5,42999
5,42999
1,4999
1,4999
0,0
0,0
1,4999
4,4950
4,4950
1,37000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,8000
5,83164
2,41963
0,0
2,2000
0,0
0,0
1,35900
2,41963
0,0
0,0
1,4999
0,0
0,0
2,18699
0,0
1,8000
1,6000
0,0
1,0
0,0
0,0
0,0
1,4999
0,0
0,0
1,4999
