farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
12,207500
7,104000
12,207500
1,4999
7,104000
5,253200
6,189473
6,189473
6,189473
6,189473
3,145124
6,239240
3,145124
3,145124
0,0
6,189473
1,22730
6,189473
6,189473
6,189473
2,20000
6,189473
11,444721
4,106000
6,189473
1,22200
2,20000
11,444721
1,4999
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
6,104000
13,328744
12,207500
5,57848
5,57848
1,135168
5,57848
1,18500
5,57848
5,57848
6,126500
5,59000
5,59000
5,118125
19,354444
5,118125
19,354444
5,118125
5,118125
3,59500
5,118125
5,118125
19,354444
4,97000
5,118125
5,118125
5,118125
19,354444
19,354444
5,119466
5,142500
0,0
0,0
5,47000
6,3620600
2,17999
6,3620600
6,3620600
2,29000
6,3620600
6,126500
4,36999
8,329538
1,4999
1,135168
1,135168
0,0
1,135168
5,85500
1,135168
12,207500
12,207500
9,179370
12,207500
2,13400
9,179370
9,179370
4,59499
9,179370
9,179370
5,59000
4,97000
4,96504
2,113900
4,97000
0,0
5,117500
5,117500
3,13100
9,179370
6,58100
4,59499
3,15400
6,58100
3,15400
4,114980
0,0
4,114980
2,13400
2,13400
2,13400
0,0
1,4999
2,22280
1,4999
10,90600
10,90600
0,0
0,0
2,22280
2,13400
8,410200
7,545000
9,158500
9,158500
9,158500
1,19500
9,158500
9,158500
9,158500
9,158500
9,158500
12,207500
4,57691
12,207500
9,165800
12,207500
3,144490
0,0
0,0
6,38500
0,0
6,45390
12,207500
12,207500
2,68000
2,68000
0,0
6,45390
6,45390
8,329538
6,194874
6,194874
6,104000
8,211000
8,329538
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
2,113290
6,194874
6,45390
6,104000
2,13400
9,165800
9,165800
9,165800
2,13400
2,13400
9,165800
9,165800
9,165800
1,108500
9,165800
0,0
11,4566800
4,36999
9,165800
9,165800
3,27000
9,165800
11,4566800
6,38500
11,4566800
3,32000
