farm_density,cumulated_max_capacity
4,180900
0,0
12,207500
4,180900
1,12000
5,85500
6,189473
5,85500
6,189473
6,189473
6,189473
6,189473
6,189473
0,0
1,22730
0,0
6,239240
3,145124
0,0
3,145124
11,444721
6,189473
11,444721
1,17000
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,45390
6,104000
13,328744
5,253200
6,189473
6,189473
6,189473
2,20000
11,444721
11,444721
11,444721
11,444721
4,106000
1,22200
2,20000
0,0
5,85500
2,22280
5,85500
2,22280
2,22280
1,500
9,158500
7,545000
8,410200
9,158500
9,158500
1,19500
9,3133190
9,158500
9,158500
2,22280
0,0
1,4999
2,22280
5,85500
1,135168
1,135168
1,135168
0,0
1,135168
0,0
4,59499
6,58100
3,13100
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
12,207500
12,207500
5,117500
12,207500
0,0
0,0
0,0
0,0
0,0
19,354444
5,118125
3,59500
19,354444
3,59500
19,354444
0,0
5,142500
0,0
0,0
5,47000
4,97000
19,354444
0,0
3,59500
5,118125
19,354444
19,354444
5,118125
5,118125
5,119466
6,126500
5,57848
6,3620600
5,57848
6,3620600
6,3620600
5,57848
2,17999
4,36999
6,126500
1,4999
8,329538
5,117500
10,90600
5,117500
5,117500
5,117500
9,158500
9,158500
9,158500
4,96504
9,158500
4,96504
2,29000
0,0
4,97000
9,179370
5,117500
12,207500
12,207500
12,207500
4,57691
12,207500
6,45390
6,45390
6,45390
6,104000
6,45390
6,45390
6,194874
6,194874
6,104000
8,211000
6,194874
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
6,194874
2,113290
12,207500
2,13400
12,207500
2,68000
2,68000
0,0
2,13400
0,0
2,13400
0,0
0,0
0,0
6,38500
9,165800
3,27000
9,165800
2,13400
9,165800
2,13400
2,13400
1,108500
3,27000
11,4566800
3,27000
11,4566800
9,165800
6,38500
9,165800
4,36999
9,165800
13,328744
11,4566800
3,32000
11,4566800
0,0
0,0
