farm_density,cumulated_max_capacity
4,180900
5,59000
6,45390
5,59000
5,59000
5,59000
4,180900
5,59000
5,59000
1,135168
5,85500
0,0
0,0
4,57691
0,0
9,165800
12,207500
9,165800
9,165800
9,165800
2,13400
9,165800
2,13400
2,13400
1,108500
9,165800
11,4566800
9,165800
11,4566800
11,4566800
11,4566800
3,32000
9,165800
9,165800
6,38500
3,27000
9,165800
4,36999
6,45390
0,0
6,45390
6,38500
0,0
6,38500
6,45390
6,45390
6,45390
8,211000
6,194874
6,194874
6,194874
6,104000
6,194874
6,194874
1,20000
6,194874
6,194874
6,194874
2,113290
6,194874
6,104000
6,45390
2,13400
2,13400
2,13400
2,750000
2,68000
0,0
2,68000
0,0
1,135168
5,85500
5,85500
5,85500
1,135168
0,0
0,0
5,59000
2,22280
2,29000
4,59499
2,22280
3,13100
4,59499
7,545000
2,22280
7,545000
3,105700
9,158500
7,545000
9,158500
9,158500
9,158500
1,19500
9,158500
1,19500
9,158500
9,158500
0,0
1,4999
2,22280
0,0
6,58100
2,29000
6,58100
3,15400
3,15400
4,114980
4,114980
0,0
5,253200
12,207500
5,253200
3,145124
5,253200
5,253200
5,253200
5,253200
6,189473
8,410200
6,189473
11,444721
4,106000
11,444721
2,20000
11,444721
1,22200
2,20000
5,253200
1,22730
5,253200
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,189473
13,328744
13,328744
6,104000
6,239240
3,145124
0,0
3,145124
5,117500
5,59000
5,59000
4,97000
9,179370
5,117500
4,96504
4,97000
0,0
4,97000
6,194874
2,17999
1,4999
8,329538
2,17999
0,0
0,0
5,118125
0,0
3,59500
5,119466
5,118125
5,118125
5,118125
5,118125
19,354444
3,59500
3,59500
4,97000
3,59500
19,354444
5,47000
5,142500
0,0
0,0
5,47000
2,17999
2,17999
2,17999
6,126500
10,90600
5,57848
4,36999
6,126500
2,17999
6,3620600
6,3620600
6,3620600
