farm_density,cumulated_max_capacity
4,180900
5,117500
4,180900
12,207500
12,207500
12,207500
6,189473
5,59000
6,189473
6,189473
6,189473
5,253200
6,189473
6,189473
6,189473
1,3500
1,22200
2,20000
3,13100
6,189473
11,444721
4,106000
11,444721
6,189473
6,239240
6,189473
6,239240
3,145124
3,145124
0,0
6,189473
6,189473
1,22730
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,4999
11,444721
11,444721
6,45390
13,328744
6,104000
2,750000
2,22280
2,750000
2,113290
1,4999
8,329538
2,17999
5,118125
5,118125
5,118125
5,118125
5,118125
2,64000
19,354444
5,47000
5,142500
5,47000
0,0
0,0
3,59500
19,354444
4,97000
5,119466
5,118125
5,118125
5,118125
19,354444
5,118125
0,0
2,17999
4,36999
6,126500
5,57848
5,57848
6,3620600
2,17999
6,3620600
6,3620600
2,22280
2,22280
6,58100
4,59499
4,114980
6,58100
4,114980
4,114980
0,0
3,15400
2,22280
2,2450
7,545000
9,3133190
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
2,22280
0,0
0,0
2,22280
0,0
1,4999
12,207500
5,59000
2,750000
12,207500
2,750000
0,0
2,13400
0,0
2,68000
2,13400
2,68000
0,0
6,104000
2,750000
6,104000
6,104000
6,104000
6,194874
6,194874
2,113290
6,194874
6,194874
6,194874
6,194874
6,194874
1,20000
8,211000
6,104000
6,104000
6,194874
6,104000
6,45390
9,165800
2,750000
9,165800
9,165800
4,36999
0,0
11,4566800
1,108500
9,165800
11,4566800
11,4566800
9,165800
3,32000
11,4566800
3,27000
1,108500
3,27000
6,38500
2,13400
0,0
9,165800
8,410200
2,13400
2,13400
6,38500
0,0
2,13400
1,40000
10,90600
4,57691
5,117500
0,0
5,117500
1,19500
5,117500
5,117500
9,179370
5,117500
0,0
9,158500
9,158500
2,113900
9,158500
2,113900
0,0
4,97000
4,96504
2,29000
12,207500
1,135168
5,85500
1,135168
1,135168
1,135168
1,135168
0,0
