farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
0,0
0,0
0,0
5,178820
4,180900
5,59000
5,59000
0,0
0,0
5,59000
2,87500
8,822370
2,87500
4,180900
2,87500
4,180900
1,4999
0,0
0,0
0,0
3,771000
0,0
4,180900
1,4999
2,87500
0,0
0,0
2,87500
5,59000
1,4999
2,17000
0,0
0,0
1,4999
0,0
0,0
0,0
0,0
1,0
3,27000
0,0
3,27000
2,5500
2,55450
2,87500
0,0
1,18000
1,4999
1,20000
0,0
0,0
0,0
0,0
0,0
2,17000
1,178000
0,0
8,329538
1,17000
2,87500
2,87500
0,0
6,194874
2,87500
5,161200
2,87500
5,67000
0,0
0,0
2,87500
3,64000
9,179370
1,17000
1,9000
3,64000
1,17000
2,87500
5,83164
0,0
0,0
5,161200
0,0
0,0
8,822370
0,0
1,0
0,0
1,17000
1,17000
5,67000
5,59000
0,0
1,84500
1,22500
1,9000
0,0
1,97000
5,59000
3,64000
4,167499
2,87500
0,0
8,141500
0,0
3,84900
3,50000
3,64000
0,0
0,0
5,59000
6,194874
0,0
1,22500
5,59000
3,64000
1,20000
0,0
1,17000
1,9000
0,0
0,0
1,19500
2,87500
2,31000
2,148003
1,17000
0,0
1,9000
0,0
1,19500
1,17000
1,17000
1,9000
1,20000
1,80
1,30000
0,0
0,0
0,0
0,0
0,0
1,30000
0,0
0,0
1,17000
1,20000
5,67000
1,9000
9,179370
1,17000
1,17000
0,0
0,0
1,9000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,80
1,0
5,59600
1,4999
1,0
0,0
0,0
5,59600
1,250
0,0
3,62900
0,0
5,67000
5,67000
0,0
0,0
0,0
0,0
0,0
0,0
1,20000
1,20000
5,59600
0,0
0,0
0,0
0,0
0,0
0,0
1,178000
5,67000
0,0
0,0
0,0
0,0
0,0
