farm_density,cumulated_max_capacity
0,0
0,0
0,0
0,0
0,0
0,0
3,15400
0,0
6,239240
0,0
0,0
0,0
6,239240
6,239240
6,239240
0,0
0,0
0,0
0,0
6,58100
2,20000
1,0
0,0
0,0
6,58100
1,27613
6,58100
0,0
8,211000
0,0
6,58100
4,167499
0,0
0,0
6,58100
0,0
0,0
0,0
0,0
8,211000
0,0
0,0
0,0
0,0
6,239240
0,0
1,4999
6,58100
8,211000
0,0
0,0
0,0
6,58100
3,32000
0,0
0,0
6,58100
1,10000
0,0
0,0
19,354444
2,20000
1,3500
0,0
6,239240
0,0
0,0
8,37248
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,71500
0,0
0,0
0,0
0,0
0,0
2,22280
0,0
0,0
0,0
0,0
1,0
0,0
0,0
2,87500
0,0
8,37248
0,0
19,354444
0,0
0,0
0,0
1,22200
0,0
3,15400
8,37248
0,0
8,37248
3,15400
0,0
0,0
0,0
3,15400
3,32000
0,0
1,4999
6,104000
1,3500
1,0
0,0
0,0
0,0
0,0
1,0
1,0
3,32000
2,87500
1,3500
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,37248
6,58100
0,0
1,4999
2,87500
2,87500
0,0
8,211000
0,0
4,167499
0,0
2,20000
3,59500
8,37248
4,167499
1,40000
0,0
0,0
8,37248
1,4999
8,37248
0,0
0,0
0,0
1,4999
0,0
1,4999
0,0
5,71500
0,0
4,167499
0,0
8,37248
4,4950
0,0
1,3500
0,0
0,0
0,0
0,0
2,9600
0,0
0,0
1,0
1,3500
8,211000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,64000
0,0
6,194874
0,0
0,0
4,167499
0,0
0,0
10,609500
0,0
8,211000
8,37248
0,0
0,0
