farm_density,cumulated_max_capacity
4,180900
13,328744
0,0
13,328744
1,12000
4,180900
3,144490
12,207500
12,207500
1,12000
12,207500
5,57848
5,57848
5,59000
5,117500
5,117500
5,117500
12,207500
9,179370
0,0
2,13400
4,97000
4,97000
4,97000
0,0
4,96504
12,207500
0,0
12,207500
4,36999
4,36999
5,118125
5,118125
5,118125
19,354444
5,118125
5,118125
5,118125
5,118125
5,118125
5,119466
19,354444
19,354444
4,97000
3,59500
3,59500
5,47000
19,354444
5,47000
5,142500
0,0
5,47000
4,36999
6,126500
2,17999
6,3620600
6,3620600
6,3620600
2,29000
6,3620600
6,194874
0,0
8,329538
1,4999
0,0
5,253200
2,22280
0,0
5,85500
0,0
8,69999
4,59499
6,58100
8,69999
3,15400
4,114980
4,114980
0,0
3,13100
1,135168
5,85500
1,135168
1,135168
0,0
0,0
1,135168
0,0
2,22280
1,4999
2,22280
7,545000
2,22280
10,90600
2,22280
9,158500
7,545000
7,545000
8,410200
9,158500
1,19500
9,158500
1,19500
1,9900
9,158500
9,158500
1,19500
5,253200
6,189473
5,253200
5,253200
6,189473
6,189473
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,17000
1,4999
11,444721
11,444721
11,444721
1,22500
13,328744
6,104000
11,444721
0,0
2,20000
6,189473
1,22200
2,20000
0,0
3,145124
0,0
1,22730
3,145124
6,239240
0,0
3,145124
11,444721
4,106000
12,207500
4,57691
12,207500
12,207500
4,167499
12,207500
1,12000
2,68000
2,13400
0,0
6,38500
0,0
9,165800
0,0
9,165800
1,108500
9,165800
9,165800
11,4566800
9,165800
9,165800
3,27000
3,32000
11,4566800
6,38500
9,165800
2,13400
9,165800
4,36999
9,165800
2,13400
2,13400
2,68000
0,0
4,167499
6,45390
6,104000
6,45390
8,329538
4,167499
2,113290
6,194874
4,167499
8,211000
6,194874
4,167499
6,194874
6,104000
6,194874
1,20000
6,194874
6,194874
0,0
12,207500
0,0
2,13400
