farm_density,cumulated_max_capacity
4,180900
5,117500
5,59000
5,117500
5,117500
12,207500
2,22280
5,117500
5,59000
5,117500
5,117500
11,444721
9,179370
5,117500
5,117500
5,117500
2,113900
5,117500
4,96504
2,113900
4,97000
0,0
11,444721
11,444721
6,189473
11,444721
5,253200
6,189473
1,22730
6,189473
3,145124
6,189473
3,145124
6,239240
3,145124
0,0
2,20000
1,4999
2,20000
1,22200
6,189473
1,4999
4,106000
11,444721
11,444721
11,444721
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
13,328744
6,104000
12,207500
4,180900
2,17999
1,4999
8,329538
5,57848
2,22280
3,13100
0,0
2,22280
2,22280
4,59499
2,22280
0,0
0,0
2,22280
1,30000
0,0
9,158500
7,545000
1,19500
9,158500
9,158500
1,19500
1,19500
9,158500
9,158500
9,158500
7,545000
8,410200
3,105700
10,90600
1,4999
0,0
6,126500
2,22280
2,44600
5,118125
2,17999
6,3620600
6,3620600
6,3620600
6,3620600
2,29000
5,118125
5,118125
5,118125
0,0
0,0
5,142500
0,0
5,47000
5,118125
3,59500
3,59500
0,0
4,97000
19,354444
5,118125
5,118125
19,354444
5,118125
5,118125
5,119466
4,36999
6,126500
12,207500
5,142500
5,142500
4,57691
6,104000
5,142500
11,4566800
6,104000
6,104000
6,194874
6,104000
6,45390
8,329538
6,194874
2,113290
6,45390
6,194874
6,104000
8,329538
8,211000
6,194874
6,194874
6,194874
1,20000
6,194874
6,194874
11,4566800
11,4566800
2,13400
12,207500
2,13400
2,13400
12,207500
4,36999
11,4566800
9,165800
1,108500
11,4566800
9,165800
11,4566800
3,27000
9,165800
11,4566800
11,4566800
3,32000
11,4566800
6,38500
9,165800
0,0
0,0
0,0
0,0
6,38500
0,0
2,68000
0,0
0,0
2,13400
5,59000
2,13400
3,15400
0,0
3,15400
6,58100
3,15400
0,0
0,0
4,114980
1,135168
0,0
1,135168
1,135168
0,0
5,85500
