farm_density,cumulated_max_capacity
4,180900
5,117500
5,117500
1,12000
11,444721
5,117500
5,117500
4,180900
5,117500
2,22280
5,117500
5,117500
9,179370
5,117500
4,97000
5,117500
4,96504
4,97000
0,0
4,97000
2,22280
2,22280
6,58100
2,22280
2,22280
4,59499
2,29000
3,13100
4,114980
6,58100
0,0
4,114980
3,15400
0,0
1,135168
2,22280
5,85500
1,135168
1,135168
1,135168
0,0
1,135168
2,22280
2,22280
0,0
2,22280
8,410200
2,44600
1,19500
7,545000
1,19500
9,158500
1,19500
1,19500
9,158500
9,158500
1,19500
9,158500
2,22280
1,4999
1,4999
0,0
11,444721
11,444721
11,444721
2,20000
11,444721
11,444721
11,444721
6,189473
4,106000
11,444721
1,22200
2,20000
5,253200
11,444721
6,189473
11,444721
6,189473
6,239240
6,239240
3,145124
0,0
3,145124
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
6,104000
11,444721
6,104000
13,328744
1,22730
6,189473
13,328744
5,57848
5,57848
12,207500
5,57848
2,17999
5,118125
5,57848
5,118125
5,118125
5,118125
19,354444
0,0
2,64000
5,142500
2,64000
5,47000
0,0
0,0
3,59500
4,97000
19,354444
5,118125
5,118125
5,118125
5,119466
19,354444
5,118125
5,57848
10,90600
2,17999
6,126500
6,126500
4,36999
2,17999
6,3620600
6,3620600
6,3620600
1,4999
8,329538
9,165800
12,207500
9,165800
9,165800
6,45390
2,13400
2,13400
2,13400
0,0
2,13400
0,0
0,0
0,0
6,38500
2,68000
2,13400
2,68000
0,0
6,45390
6,45390
6,194874
6,104000
6,194874
6,194874
1,20000
6,194874
6,194874
8,211000
6,194874
6,194874
6,194874
2,113290
6,194874
6,104000
6,104000
6,45390
9,165800
9,165800
2,13400
9,165800
11,4566800
4,36999
11,4566800
11,4566800
1,108500
9,165800
1,108500
3,27000
11,4566800
9,165800
11,4566800
3,32000
9,165800
6,38500
2,13400
2,13400
12,207500
12,207500
12,207500
4,57691
