farm_density,cumulated_max_capacity
4,180900
5,140500
5,140500
3,50000
5,140500
5,140500
5,140500
3,50000
5,140500
0,0
2,2000
0,0
0,0
2,5500
3,18300
0,0
0,0
5,140500
0,0
0,0
0,0
0,0
0,0
5,140500
2,2000
0,0
0,0
3,18300
1,4999
2,2000
2,87500
0,0
0,0
2,5500
0,0
2,5500
0,0
1,14999
0,0
0,0
0,0
0,0
0,0
9,179370
5,140500
2,87500
0,0
0,0
0,0
0,0
1,9000
1,18500
2,87500
0,0
0,0
2,87500
5,140500
1,9000
0,0
3,18300
1,80
0,0
0,0
8,410200
5,140500
3,18300
0,0
0,0
0,0
0,0
3,242
0,0
0,0
0,0
0,0
0,0
1,14999
1,14999
0,0
0,0
1,19500
1,29999
0,0
1,14999
2,700
4,82018
1,19500
5,42999
0,0
1,18500
0,0
0,0
0,0
0,0
0,0
5,42999
5,99950
0,0
5,42999
2,17000
0,0
0,0
0,0
12,207500
8,410200
8,410200
0,0
0,0
2,87500
5,99950
0,0
0,0
3,242
0,0
0,0
3,242
0,0
2,148003
0,0
0,0
1,17000
0,0
4,82018
0,0
0,0
4,82018
0,0
1,14999
0,0
0,0
0,0
0,0
1,14999
2,87500
0,0
0,0
1,0
0,0
0,0
8,410200
0,0
0,0
3,50000
0,0
2,2000
0,0
0,0
0,0
1,18500
1,29999
0,0
0,0
0,0
0,0
0,0
5,67000
8,410200
0,0
0,0
1,9000
0,0
0,0
0,0
0,0
1,80
0,0
2,239
0,0
1,18500
1,0
2,2000
3,50000
2,60000
0,0
1,60
0,0
1,18500
1,18500
0,0
0,0
2,13400
2,250
0,0
0,0
5,142500
1,0
2,2000
0,0
0,0
1,22500
5,99950
3,50000
1,22500
2,17000
1,22500
3,50000
0,0
1,60
0,0
0,0
