farm_density,cumulated_max_capacity
4,180900
13,328744
0,0
6,104000
0,0
1,4999
2,22280
1,4999
2,22280
1,9500
6,58100
1,9600
4,114980
5,126300
3,15400
0,0
0,0
2,22280
2,22280
0,0
2,22280
1,4999
1,4999
0,0
1,17000
8,410200
7,545000
9,158500
1,9900
9,158500
1,19500
9,158500
9,158500
9,158500
0,0
4,59499
3,13100
10,90600
0,0
8,211000
3,59500
0,0
19,354444
5,118125
3,59500
19,354444
19,354444
5,118125
19,354444
0,0
19,354444
4,97000
5,142500
0,0
0,0
5,47000
5,118125
5,118125
19,354444
5,118125
5,118125
5,119466
0,0
6,126500
6,126500
4,36999
2,17999
6,3620600
6,3620600
6,3620600
1,4999
8,329538
6,104000
11,4566800
13,328744
6,104000
4,57691
13,328744
6,104000
6,104000
13,328744
2,68000
2,68000
0,0
6,104000
1,12000
0,0
12,207500
4,167499
6,104000
6,45390
6,104000
6,194874
4,167499
6,194874
8,211000
6,194874
6,194874
2,113290
6,194874
6,194874
1,20000
6,194874
6,194874
6,104000
6,194874
0,0
13,328744
9,165800
4,36999
11,4566800
2,13400
11,4566800
9,165800
2,750000
11,4566800
3,27000
9,165800
6,38500
9,165800
2,750000
11,4566800
11,4566800
3,32000
9,165800
1,108500
2,13400
2,13400
6,38500
0,0
4,180900
6,104000
5,59000
0,0
5,59000
12,207500
5,59000
0,0
0,0
0,0
2,13400
5,57848
2,13400
9,179370
2,113900
5,117500
9,158500
4,97000
4,96504
4,97000
4,97000
0,0
4,96504
2,29000
5,117500
5,117500
0,0
0,0
1,135168
5,85500
1,135168
1,135168
11,444721
1,22730
11,444721
5,253200
5,253200
5,253200
6,189473
5,253200
11,444721
7,104000
6,189473
3,145124
6,239240
3,145124
3,145124
0,0
4,15200
11,444721
4,106000
6,104000
13,328744
6,104000
1,4999
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
2,20000
11,444721
6,189473
1,22200
2,20000
