farm_density,cumulated_max_capacity
4,180900
4,180900
4,180900
5,59000
6,189473
5,59000
4,180900
5,59000
5,117500
5,117500
4,85000
5,117500
9,179370
11,78600
4,97000
3,13100
4,96504
4,97000
0,0
4,97000
7,545000
5,59000
7,545000
7,545000
1,135168
7,545000
7,545000
7,545000
7,545000
7,545000
9,158500
8,410200
9,158500
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
9,158500
0,0
0,0
2,22280
0,0
1,4999
0,0
1,135168
1,135168
1,135168
5,85500
0,0
1,135168
7,545000
7,545000
8,69999
7,545000
0,0
4,42498
8,329538
1,4999
6,3620600
0,0
0,0
4,97000
4,36999
5,118125
4,36999
6,126500
4,97000
3,59500
3,59500
5,118125
19,354444
5,118125
5,118125
19,354444
5,119466
5,118125
5,118125
19,354444
4,97000
0,0
5,142500
0,0
0,0
5,47000
6,3620600
6,3620600
2,29000
2,17999
6,3620600
6,3620600
6,58100
6,58100
3,15400
4,114980
0,0
4,114980
4,59499
5,57848
10,90600
5,57848
2,750000
5,59000
2,750000
0,0
2,13400
2,68000
2,68000
0,0
9,165800
2,13400
6,194874
2,13400
0,0
2,13400
6,194874
6,194874
6,194874
8,211000
6,194874
6,194874
1,20000
6,194874
6,194874
6,45390
6,104000
6,194874
6,194874
6,194874
2,113290
6,194874
6,104000
6,45390
9,165800
9,165800
9,165800
9,165800
6,38500
9,165800
2,13400
2,13400
0,0
6,38500
9,165800
1,108500
9,165800
9,165800
4,36999
6,38500
9,165800
11,4566800
11,4566800
0,0
0,0
3,27000
3,32000
11,4566800
12,207500
12,207500
12,207500
4,57691
6,189473
6,189473
6,189473
6,189473
6,189473
6,189473
2,20000
4,106000
1,22200
2,20000
11,444721
6,189473
11,444721
11,444721
5,253200
6,239240
3,145124
6,239240
3,145124
0,0
5,253200
6,189473
1,22730
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
13,328744
13,328744
6,104000
11,444721
11,444721
