farm_density,cumulated_max_capacity
4,180900
5,59000
5,59000
7,104000
12,207500
5,59000
1,135168
12,207500
1,135168
0,0
1,135168
0,0
5,85500
1,135168
12,207500
12,207500
12,207500
12,207500
4,57691
5,57848
12,207500
2,750000
2,750000
6,194874
2,13400
2,750000
2,13400
0,0
2,29000
0,0
2,68000
0,0
2,750000
2,13400
0,0
0,0
6,38500
0,0
2,750000
9,165800
11,4566800
11,4566800
4,36999
11,4566800
1,108500
1,19900
9,165800
1,19900
0,0
0,0
11,4566800
0,0
3,32000
11,4566800
6,38500
3,27000
2,13400
2,13400
4,167499
6,104000
6,194874
8,211000
6,194874
6,194874
6,194874
6,194874
2,113290
6,194874
6,104000
6,194874
6,194874
1,20000
6,194874
6,194874
6,45390
6,104000
4,167499
5,117500
2,13400
5,117500
2,13400
2,13400
9,179370
4,97000
9,158500
0,0
4,96504
9,158500
0,0
4,97000
5,117500
5,117500
1,12000
4,180900
1,12000
1,18500
1,12000
19,354444
2,17999
0,0
6,3620600
6,3620600
19,354444
6,126500
5,118125
19,354444
3,59500
19,354444
19,354444
19,354444
3,59500
19,354444
0,0
4,97000
5,47000
5,142500
0,0
5,47000
5,118125
5,119466
5,118125
5,118125
5,118125
19,354444
4,36999
6,126500
8,329538
1,4999
2,22280
5,253200
2,22280
2,22280
2,22280
0,0
0,0
2,22280
2,22280
1,4999
1,4999
1,4999
10,90600
0,0
9,158500
0,0
8,410200
7,545000
9,158500
9,158500
9,158500
9,158500
9,158500
1,19500
4,59499
6,58100
6,58100
6,58100
0,0
6,58100
4,114980
3,15400
5,253200
5,253200
5,253200
5,253200
7,104000
1,22730
3,13100
6,189473
6,239240
3,145124
3,145124
0,0
5,253200
11,444721
11,444721
6,189473
6,189473
2,20000
1,22200
2,20000
6,189473
6,189473
6,189473
4,106000
11,444721
6,189473
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
11,444721
1,22500
13,328744
6,104000
