farm_density,cumulated_max_capacity
4,180900
0,0
0,0
0,0
0,0
0,0
2,17000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,329538
1,92000
0,0
0,0
2,87500
0,0
0,0
2,55450
4,167499
2,55450
0,0
0,0
2,55450
0,0
2,62
2,113290
0,0
0,0
1,4999
1,40000
0,0
0,0
0,0
1,92000
2,55450
0,0
1,40000
1,4999
0,0
2,55450
0,0
0,0
1,4999
2,55450
0,0
8,329538
0,0
8,410200
2,113290
1,4999
0,0
0,0
0,0
0,0
2,31000
0,0
0,0
0,0
2,55450
0,0
2,113290
0,0
2,55450
0,0
0,0
8,329538
3,145124
4,85500
0,0
0,0
0,0
1,40000
0,0
0,0
0,0
1,4999
0,0
1,135168
0,0
2,31000
8,329538
0,0
1,80
1,4999
2,31000
0,0
0,0
3,145124
1,20000
2,113290
0,0
0,0
0,0
2,55450
1,92000
1,4999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,9000
0,0
3,145124
0,0
0,0
1,17000
1,17000
0,0
2,55450
0,0
0,0
0,0
2,55450
1,17000
0,0
1,4999
0,0
1,17000
0,0
0,0
0,0
0,0
0,0
0,0
1,17000
1,15000
2,55450
0,0
2,113290
2,55450
0,0
2,113290
0,0
0,0
0,0
1,4999
0,0
5,117500
0,0
0,0
0,0
0,0
2,55450
3,105700
0,0
2,55450
5,117500
3,105700
0,0
0,0
8,329538
1,84500
0,0
0,0
0,0
5,99950
8,329538
0,0
0,0
3,105700
0,0
0,0
0,0
1,97000
6,104000
8,329538
8,329538
1,108500
0,0
0,0
0,0
6,194874
2,113290
3,27000
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,239240
0,0
0,0
